,id_discente,sexo,data_nascimento,raca,estado_origem,cidade_origem,estado,municipio,bairro,nivel_ensino,forma_ingresso,ano_ingresso,periodo_ingresso,cotista,id_curso
0,a2b5339caf4ea54ef4c904f25feb89ef,M,17_09_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,NOVA_PARNAMIRIM,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
17,cdf99402c72f8d20aa224ef307623751,M,15_04_1972,BRANCO,RIO_GRANDE_DO_NORTE,PARELHAS,RIO_GRANDE_DO_NORTE,NATAL,POTENGI,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
34,40846f2f09da1435f6eb303ce9d0d768,M,03_12_1985,NEGRO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,IGAPO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
45,a095d175d76d18be610340995f276816,M,10_08_1990,PARDO,PERNAMBUCO,ARCOVERDE,RIO_GRANDE_DO_NORTE,NATAL,NEOPOLIS,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
62,0188fee9f69676d5d450513676ffa20f,M,18_02_1994,BRANCO,RIO_GRANDE_DO_NORTE,OURO_BRANCO,RIO_GRANDE_DO_NORTE,OURO_BRANCO,CENTRO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
79,71ded068ae396ef3bb21c15219c4906b,M,26_09_1994,NEGRO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,SANTOS_REIS,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
96,7be1f85421dde6f505923c856e10700e,M,25_03_1994,PARDO,PARAIBA,CAMPINA_GRANDE,RIO_GRANDE_DO_NORTE,TIBAU_DO_SUL,CABECEIRAS,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
113,85d07655e068a086b94be8cd5d24ea7d,M,10_08_1985,NEGRO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,NOVA_PARNAMIRIM,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
126,3406bfbeea8ff597f63c2088e42ff6bf,M,10_03_1986,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CANDELARIA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
145,a178df022ade5b7d77395d7733abebc5,M,22_06_1994,NEGRO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,LAGOA_NOVA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
162,570cb04eb23871dd7b2eae6244b79378,M,17_03_1986,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CIDADE_DA_ESPERANCA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
179,89b2be90f6731bda089577d32630bd71,M,18_07_1985,BRANCO,PERNAMBUCO,NAO_INFORMADO,RIO_GRANDE_DO_NORTE,PARNAMIRIM,NOVA_PARNAMIRIM,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
196,39183be9cc43d1e18143cb9c4a702393,M,15_07_1981,NEGRO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,FELIPE_CAMARAO,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
213,00bd67a601192f51da746e41e60815c7,M,23_03_1993,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,EXTREMOZ,SANTA_RITA,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
232,dc0b37a9d90ff2d54cb650d366bb9d1e,F,07_09_1991,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NOSSA_SENHORA_DA_APRESENTACAO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
249,1e8fc10705707b5faa801fd6e426b0a8,M,17_07_1993,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NOVA_PARNAMIRIM,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
266,e023a67a7bf65d86e71bb690e4cb2ba1,F,28_09_1988,PARDO,MARANHAO,SAO_LUIS,RIO_GRANDE_DO_NORTE,NATAL,POTENGI,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
283,dcb8f294bee8769bdfec88486911362f,M,04_03_1993,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,DIX_SEPT_ROSADO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
300,f32c342b30e30053a2624f5d981385d1,M,30_03_1988,BRANCO,RIO_GRANDE_DO_NORTE,SANTA_CRUZ,RIO_GRANDE_DO_NORTE,NATAL,LAGOA_NOVA,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
319,aebdf8e34c9a24e2c3ca6217106a6269,M,02_02_1970,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CANDELARIA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
336,51ef029ef746b5118cdba4506e50f30c,M,11_01_1982,BRANCO,RIO_GRANDE_DO_NORTE,JOAO_PESSOA,RIO_GRANDE_DO_NORTE,NATAL,PAJUCARA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
353,520429428d98dac9b5c94168677d77bd,M,31_08_1994,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NOSSA_SENHORA_DA_APRESENTACAO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
370,78acdd768a1ebf06525f6d624283fc48,M,22_06_1988,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PITIMBU,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
387,d6c068dc1fa2742b5855a144bcc4f788,M,12_11_1992,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,LAGOA_NOVA,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
404,db65554d0c6e2a9c63afc9b5b9d635bc,M,10_10_1990,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CAPIM_MACIO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
421,9ccc835c11435f84fb470fdce184ce0e,F,26_05_1987,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CAPIM_MACIO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
434,75dd7f5513e3da17b9d43bdfe350b415,M,12_09_1990,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NOVA_DESCOBERTA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
451,53890acbe28162acd131b308656482fc,M,27_07_1991,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,LAGOA_AZUL,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
468,69d022c2924a232b8a0ca9e0ac7da317,M,09_08_1992,PARDO,RIO_GRANDE_DO_NORTE,NATAL,NAO_INFORMADO,NAO_INFORMADO,NAO_INFORMADO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
485,0ddd2b2b75231d46cdacbcd0c5377be8,M,19_03_1995,NEGRO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,ALECRIM,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
502,35c36138305025b268dcb40082bf2e64,M,14_06_1986,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,BOM_PASTOR,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
515,a51374362bc27d1817414a9afe7b215d,M,13_02_1993,PARDO,RIO_GRANDE_DO_NORTE,LAGES,RIO_GRANDE_DO_NORTE,NATAL,LAGOA_NOVA,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
532,5a959f057f14b17f86e53284daa13a2b,M,07_09_1990,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,EMAUS,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
547,34be9dafa8f8df179eafa0bbfac14c4b,F,26_08_1987,PARDO,RIO_DE_JANEIRO,RIO_DE_JANEIRO,RIO_GRANDE_DO_NORTE,NATAL,PITIMBU,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
567,9b03275cfc98def4ebace9f3a04bdc7c,M,30_05_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,NOVA_PARNAMIRIM,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
584,a70e6e000686d82ad1d1a29ce75fab9f,M,01_08_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PAJUCARA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
593,fbcd43ffbeadd05a9d00776a918317ef,M,03_11_1994,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,LAGOA_NOVA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
610,29842efca9aab36a080af357242530e1,M,15_12_1986,BRANCO,PARA,BELEM,RIO_GRANDE_DO_NORTE,NATAL,TIROL,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
627,e2508780ad60a1d09fc170fb9756644c,M,29_09_1989,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NAZARE,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
640,f121023854e140e706f78da775e0ba7e,F,12_06_1980,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PITIMBU,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
655,fae8cbf7721681e3d274a69e4e1bdcfe,M,13_08_1992,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PONTA_NEGRA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
677,4e02ed24e19bb46e26eb64e3198d9aa6,M,25_08_1990,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,POTENGI,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
691,05132d452b413479e23a88dbbfd0c6aa,M,28_06_1985,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,NAO_INFORMADO,NAO_INFORMADO,NAO_INFORMADO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
710,b419813a078aae20633c5585127ede87,M,22_05_1991,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,SAO_GONCALO_DO_AMARANTE,AMARANTE,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
727,d31c5f16a282b5528cd708f76fdd7283,M,21_01_1992,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PONTA_NEGRA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
744,25d2bd21cd76c59793f8a006c03cf6b9,M,22_05_1995,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,POTENGI,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
761,3bd9e9ae301ecd9b159be3bf2624bebe,F,09_09_1995,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CANDELARIA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
778,7e0c9d37a5d96aaf03233f4f8cb31608,M,11_05_1988,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CAPIM_MACIO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
789,69fc0bfa31d311c26a130bf6bd37a5cd,M,15_05_1990,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CANDELARIA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
806,3be0a9d02f52ad9e368b82c93f60bb59,M,13_11_1987,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CAPIM_MACIO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
822,67ca420d6870b1076a33a7fbde74c3bb,M,05_01_1982,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,MACAIBA,CENTRO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
837,7fe258d773987637116d18bf9ee966d6,M,13_12_1994,BRANCO,RIO_DE_JANEIRO,RIO_DE_JANEIRO,RIO_GRANDE_DO_NORTE,NATAL,POTENGI,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
854,55ed6d9cd251dbbad524455cdcf243aa,M,10_04_1991,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,POTENGI,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
865,f5010801c66d350928560acd5f372ae9,M,04_06_1985,NEGRO,RIO_DE_JANEIRO,RIO_DE_JANEIRO,RIO_GRANDE_DO_NORTE,NATAL,PAJUCARA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
882,935707a3cc71990a8907cbeaa09eb97d,M,12_01_1991,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,ALECRIM,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
899,e608912e1c99b8d7367c403607fcc6d8,M,09_12_1993,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CAPIM_MACIO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
916,469b4e52f0fc039742f0d6f50587fd02,M,18_04_1995,PARDO,RIO_GRANDE_DO_NORTE,SANTO_ANTONIO,RIO_GRANDE_DO_NORTE,SANTO_ANTONIO,CENTRO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
933,8b82771529bee06587d1941f7a41c0c1,M,29_11_1992,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CAPIM_MACIO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
950,bf826f6b7f8f02ec7913a727a55e9cbc,M,18_01_1989,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PONTA_NEGRA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
967,5c9f29fd80493449c51e7ef7af83e2a7,M,23_09_1985,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,LAGOA_AZUL,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
984,606187e0dfc21c1f377ad6df3a68e274,M,20_01_1995,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CANDELARIA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1013,237d47762c461bb49d3e3dd4fc797418,M,30_07_1990,PARDO,RIO_GRANDE_DO_NORTE,FRUTUOSO_GOMES,RIO_GRANDE_DO_NORTE,PARNAMIRIM,SANTOS_REIS,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
1030,87d9e7fac27647dca5976d202b6c07fa,F,07_02_1995,BRANCO,RIO_DE_JANEIRO,RIO_DE_JANEIRO,RIO_GRANDE_DO_NORTE,NATAL,PONTA_NEGRA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1056,aeee701ac738fecb98159eefef6d6638,M,28_11_1992,BRANCO,SAO_PAULO,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,ROSA_DOS_VENTOS,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1085,49f2cf9cba9f712bc1ffeddd47b8907f,M,29_06_1994,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CIDADE_SATELITE,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1106,83729736aa539851727de8ecb2c3529a,M,18_04_1996,PARDO,RIO_GRANDE_DO_NORTE,MOSSORO,RIO_GRANDE_DO_NORTE,NATAL,CANDELARIA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1135,934e88c3c9b5350160b13b623c2d340d,M,11_08_1995,BRANCO,SAO_PAULO,SAO_PAULO,RIO_GRANDE_DO_NORTE,NATAL,NEOPOLIS,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1164,bfdbb7144b89b27f1bb6b4fb68a02834,M,09_03_1994,PARDO,RIO_DE_JANEIRO,NAO_INFORMADO,RIO_GRANDE_DO_NORTE,PARNAMIRIM,NOVA_PARNAMIRIM,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1193,39581a7437ad60212be441807dfeab19,M,16_07_1992,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PITIMBU,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1222,dfc0b8035c1c5931710e65e92d91aa30,M,10_12_1993,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,POTENGI,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
1251,e16576bd21bb2c78f61e3b895da26433,M,08_07_1993,BRANCO,RIO_GRANDE_DO_NORTE,MOSSORO,RIO_GRANDE_DO_NORTE,PARNAMIRIM,EMAUS,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1280,abaac7a4a42d03417f81b1455442607a,M,21_06_1996,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PONTA_NEGRA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1306,a1dc8d33f283c91ae47a7fe7d49d34a6,F,28_11_1979,BRANCO,PERNAMBUCO,RECIFE,RIO_GRANDE_DO_NORTE,NATAL,NOSSA_SENHORA_DA_APRESENTACAO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1332,a5020806aaa59d0d2b358191b77131f7,M,14_04_1995,NAO_INFORMADO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NEOPOLIS,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1361,67a7d8d14b772580587d3409b1d352e7,M,07_07_1992,PARDO,RIO_GRANDE_DO_NORTE,PARNAMIRIM,RIO_GRANDE_DO_NORTE,PARNAMIRIM,COHABINAL,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1390,cbe40ea1cb2d08a912937532829ea391,M,14_04_1993,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NOVA_DESCOBERTA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1410,fdc2d349ed3b784c6d59b955a91c75f8,M,31_10_1994,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,EMAUS,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1436,ceef990f02872e8bebca84a13d8f4f9a,M,24_06_1995,BRANCO,BAHIA,SANTALUZ,RIO_GRANDE_DO_NORTE,NATAL,PITIMBU,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1465,0c4312afd7654b4572f06d1f4e90b884,M,22_01_1993,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NOVA_PARNAMIRIM,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1494,001d0bf203690b3dbd56e9e34a7d5f95,M,31_01_1994,PARDO,DISTRITO_FEDERAL,BRASILIA,RIO_GRANDE_DO_NORTE,NATAL,TIROL,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1520,75ceafca049fd070170231fee1413d58,M,29_06_1995,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NOVA_DESCOBERTA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1546,b0e148daf401068c1b47be520d5bb181,F,24_03_1993,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,PASSAGEM_DE_AREIA,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
1575,beac1f49210679beb9b26a1636ed3ff3,F,21_04_1994,PARDO,DISTRITO_FEDERAL,BRASILIA,RIO_GRANDE_DO_NORTE,NATAL,PITIMBU,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1604,7571ec1db03f11e42635430e58b95cee,F,30_11_1994,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,POTENGI,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
1633,ac15394f332cd690a1f81161dddf8620,F,15_08_1995,BRANCO,CEARA,FORTALEZA,RIO_GRANDE_DO_NORTE,NATAL,CAPIM_MACIO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1662,6c8d30c4a61c51f98bbfcbb7ea751362,M,15_10_1994,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,ALECRIM,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1688,0e92fc3b853f0c34c9af6fa74d2b663c,M,09_11_1994,BRANCO,PARAIBA,CAMPINA_GRANDE,RIO_GRANDE_DO_NORTE,CURRAIS_NOVOS,MANOEL_SALUSTINO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1716,212bde07a1ba6bc28727ceb5d9663bbb,M,15_12_1994,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,EMAUS,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1745,a8293007099ed594f8198548de44d95d,M,25_04_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NOVA_DESCOBERTA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1771,2dc7771e870b008c111aa85ad59f1f66,M,20_03_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CANDELARIA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1800,4402f41efd8b2de8bd404bf6cdce34ef,M,10_03_1995,BRANCO,RIO_GRANDE_DO_NORTE,ASSU,RIO_GRANDE_DO_NORTE,NATAL,LAGOA_NOVA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1829,9fab264022905965335b7bc3964f7ed1,M,05_05_1996,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CAPIM_MACIO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1858,201555ff0d96bcb4448d2885669d8c3a,M,03_01_1995,PARDO,RORAIMA,BOA_VISTA,RIO_GRANDE_DO_NORTE,PARNAMIRIM,EMAUS,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
1885,1d2ffa1eeff3d0c9d6b718ed225e0d95,M,04_08_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,ALECRIM,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1911,9e23bf7be54e62a27cd40e83a4b8e854,F,14_11_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NEOPOLIS,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1940,2f88ff7e6e0e58cb307f6e6c4dbd80e3,M,07_04_1995,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PEDRO_VELHO,LOTEAMENTO_VILA_NOVA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1969,32daafffbc274ee74e2c8ea9f9b792a6,M,05_07_1994,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CAPIM_MACIO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
1996,d4e047d2df4d181e5395b78df93f9811,M,28_09_1995,BRANCO,RIO_DE_JANEIRO,RIO_DE_JANEIRO,RIO_GRANDE_DO_NORTE,NATAL,PONTA_NEGRA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2025,cb75f724561edc0a0a2be38dfe95322c,M,15_03_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,POTENGI,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2052,b06b391213ef9e3897598dec729ae710,M,27_04_1995,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,PARNAMIRIM,EMAUS,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2078,c3902a9ccfe7c9a5efa7ff9d43c296b1,M,19_08_1996,BRANCO,RIO_GRANDE_DO_SUL,PORTO_ALEGRE,RIO_GRANDE_DO_NORTE,NATAL,NORDESTE,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2107,392221ac1839282fdd27b0b75f64df73,M,20_06_1994,NAO_INFORMADO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,GUARAPES,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
2133,77a188e6ffe37c8c56916b5669cc1fa8,M,20_08_1996,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NOSSA_SENHORA_DE_NAZARE,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2159,1108a860309f0f3cbee944db7b1fc2f9,F,15_12_1994,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CIDADE_ALTA,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2185,f3ac5d986b7350a02d63a22510377d73,M,20_09_1996,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,PITIMBU,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2214,9f2893d97c3dc2cf63f5501959e73bed,M,02_04_1995,PARDO,RIO_GRANDE_DO_NORTE,CAICO,RIO_GRANDE_DO_NORTE,NATAL,NOVA_DESCOBERTA,GRADUACAO,VESTIBULAR,2013,1.0,T,92127264.0
2243,2297eebcbf4008c925c4056c12bb3b27,M,19_06_1992,BRANCO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,CAPIM_MACIO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
2272,5dac5cab88de4928bbc3095150f768ff,M,03_10_1995,PARDO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,NOSSA_SENHORA_DA_APRESENTACAO,GRADUACAO,VESTIBULAR,2013,1.0,F,92127264.0
