,id_discente,sexo,data_nascimento,raca,estado_origem,cidade_origem,estado,municipio,bairro,nivel_ensino,forma_ingresso,ano_ingresso,periodo_ingresso,cotista,id_turma,id_curso,unidade,nota,reposicao,faltas_unidade,media_final,numero_total_faltas,descricao
5669,57bf0d30b5d4c114990e529f178c619d,M,03-10-1991,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,SÃO GONÇALO  DO AMARANTE,JARDIM LOLA,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,,,,,,,CANCELADO
5681,d0bd6488461f69112553e12fd0b6e5e1,M,07-08-1990,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,MACAÍBA,CENTRO,GRADUAÇÃO,SiSU,2014,1.0,f,1217922,92127264.0,1.0,4.5,f,0.0,5.7,4.0,APROVADO
5697,61d0212c3319ae5889addf2fe64f7684,M,10-10-1977,Não Informado,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,VIDA NOVA,GRADUAÇÃO,TRANSF. COMPULSORIA,2014,1.0,f,1217927,92127264.0,,,,,,,INDEFERIDO
5723,b09430625d0e93baf2b9a52476d30f02,M,27-10-1995,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,LAGOA NOVA,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,5.0,f,0.0,5.2,4.0,APROVADO POR NOTA
5741,c8e90e0cc4925263eb9216005d5cc5d5,M,14-09-1995,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,PONTA NEGRA,GRADUAÇÃO,SiSU,2014,1.0,t,1217927,92127264.0,1.0,8.2,f,0.0,7.4,0.0,APROVADO
5759,8704f185e8ae317c72ea205b466f1845,M,12-01-1996,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,CAPIM MACIO,GRADUAÇÃO,SiSU,2014,1.0,f,1217927,92127264.0,,,,,,,EXCLUIDA
5775,5459222f27bfb7d3a932250691804544,M,12-12-1996,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,EMAÚS,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,7.8,f,0.0,8.2,6.0,APROVADO
5791,f5843b4beb7f30dbcc249461a539934f,M,20-01-1996,Pardo,Rio Grande do Norte,NÃO INFORMADO,Rio Grande do Norte,PARNAMIRIM,EMAÚS,GRADUAÇÃO,SiSU,2014,1.0,f,1217927,92127264.0,,,,,,,EXCLUIDA
5807,8df9f97cf93ecde3864b9faab51527f2,M,08-01-1979,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,SiSU,2014,1.0,f,1217949,92127264.0,,,,,,,TRANCADO
5822,91fca4f998d5581a9e23e2636625f24a,M,08-11-1991,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,CEARÁ-MIRIM,SÃO GERALDO,GRADUAÇÃO,SiSU,2014,1.0,t,1217927,92127264.0,1.0,2.3,f,0.0,1.2,20.0,CANCELADO
5840,725277d86246eaf957cb3032362af356,M,09-07-1969,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,PAJUÇARA,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,,f,0.0,,,TRANCADO
5854,b48992acc8eac3465362de43c402f802,M,12-06-1991,Branco,Rio Grande do Norte,NATAL,,,,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,,,,,,,EXCLUIDA
5868,c2ab40ac39c8b410e0d4d1daad44b3c9,M,12-11-1985,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,RIACHUELO,CENTRO,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,1.0,5.7,f,0.0,5.6,0.0,APROVADO POR NOTA
5886,e75d4fcd5a6fd3e42374707f8d3b5c74,M,09-08-1991,Pardo,Rio Grande do Norte,ACARI,Rio Grande do Norte,NATAL,FELIPE CAMARÃO,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,1.0,6.8,f,0.0,7.4,4.0,APROVADO
5904,9bf92154ba99ff3f6fca90bfa35d0e8d,F,19-03-1987,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,LAGOA NOVA,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,1.0,6.2,f,0.0,7.6,6.0,APROVADO
5922,9d8dcee687180154493648b599a313c3,F,09-11-1994,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,CANDELÁRIA,GRADUAÇÃO,SiSU,2014,1.0,f,1217927,92127264.0,1.0,4.5,f,0.0,6.1,0.0,APROVADO POR NOTA
5940,cdd880f91102e2225425f0f997f824ea,F,02-09-1990,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,CANDELÁRIA,GRADUAÇÃO,SiSU,2014,1.0,f,1217968,92127264.0,1.0,0.0,f,0.0,,0.0,TRANCADO
5962,2f5560ff10781f6252954308b37465b6,M,30-12-1985,Pardo,Maranhão,SÃO LUÍS,Rio Grande do Norte,SÃO GONÇALO  DO AMARANTE,CONJUNTO AMARANTE,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,2.0,8.2,f,0.0,7.4,8.0,APROVADO
5980,61b49c330f8ac0a64a6903ca154740f7,M,15-02-1995,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,PAJUÇARA,GRADUAÇÃO,SiSU,2014,1.0,t,1217927,92127264.0,,,,,,,EXCLUIDA
5996,48b3e098f0cb79e15c7cb6922ad0afc1,M,19-07-1985,Pardo,Paraíba,JOÃO PESSOA,Rio Grande do Norte,SÃO JOSÉ DO CAMPESTRE,CENTRO,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,1.0,0.0,f,0.0,0.0,26.0,REPROVADO POR MÉDIA E POR FALTAS
6014,59bb6b95ccae15e58d7e1f837d79b006,F,18-02-1978,Pardo,Rio Grande do Norte,NATAL,,,,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,4.5,f,0.0,5.9,8.0,APROVADO POR NOTA
6032,b52d5dd99b5a63f58448a14aa4634d5c,M,09-02-1997,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,6.3,f,0.0,7.1,4.0,APROVADO
6050,9d079cfe8494182a16c8e60c6e2a3684,F,24-06-1982,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,CAPIM MACIO,GRADUAÇÃO,SiSU,2014,1.0,t,1222667,92127264.0,,,,,,,TRANCADO
6064,bf797d2f088087988a830799e5e8d316,M,19-10-1995,Branco,Rio Grande do Norte,CAICÓ,Rio Grande do Norte,JARDIM DE PIRANHAS,CENTRO,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,0.0,f,0.0,0.0,0.0,EXCLUIDA
6082,23098723b9dcb1e7ec6616f6b25a4da7,M,23-02-1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,PONTA NEGRA,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,5.2,f,0.0,6.4,6.0,APROVADO POR NOTA
6098,996f540ddcc5d3d4247a0c8fa980316f,M,15-09-1988,Negro,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,IGAPÓ,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,5.7,f,0.0,5.2,2.0,APROVADO
6116,ec63873c3581433d75701a854ead2a46,M,23-03-1994,Branco,Pernambuco,AFOGADOS DA INGAZEIRA,Rio Grande do Norte,NATAL,BARRO VERMELHO,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,5.2,f,0.0,6.3,6.0,APROVADO POR NOTA
6134,5eb88ee80e43d756f1b6c46c3452de52,M,23-02-1986,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,6.4,f,0.0,6.0,6.0,APROVADO POR NOTA
6152,8e0fe67e7758328f385c2a251f5b3c34,M,27-10-1995,Branco,Goiás,MINAÇU,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,5.9,f,0.0,7.0,0.0,APROVADO
6170,f3fa8c8c4e04024c11e22b1b0ac58fb1,M,31-03-1992,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,NOSSA SENHORA DA APRESENTAÇÃO,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,7.3,f,0.0,6.3,4.0,APROVADO POR NOTA
6188,8b9b8a3673f94cd54ae88918b936a557,M,22-08-1993,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,EMAÚS,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,2.0,3.5,f,0.0,5.0,6.0,APROVADO POR NOTA
6206,64643cedb489d1f1c79849ae3d5b4835,M,22-01-1993,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,SiSU,2014,1.0,t,1217922,92127264.0,1.0,7.0,f,0.0,8.0,4.0,APROVADO
6224,0628ac15ccd4c18213597abf24f1dfb4,M,31-03-1995,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,PAJUÇARA,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,3.6,f,0.0,5.0,8.0,APROVADO POR NOTA
6242,b7526a03c4edcc77987629a48ac76b64,M,30-04-1996,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,LAGOA-NOVA,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,5.9,f,0.0,6.0,4.0,APROVADO POR NOTA
6265,baf6c06a77f8436a2f1c068be8c7f854,M,09-03-1990,Branco,Rio Grande do Norte,MOSSORÓ,Rio Grande do Norte,NATAL,CANDELÁRIA,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,2.5,f,0.0,,0.0,EXCLUIDA
6283,5299d4aa1beb39ddaba0ff9427a90e26,M,07-02-1992,Pardo,Rio Grande do Norte,CEARA  -  MIRIM,Rio Grande do Norte,CEARA  -  MIRIM,CENTRO,GRADUAÇÃO,SiSU,2014,1.0,f,1217922,92127264.0,,,,,,,EXCLUIDA
6298,945368d8c8df1119af662bfd1a848b52,M,13-12-1984,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,5.2,f,0.0,7.1,2.0,APROVADO
6316,5b3d2761e4cc4619686d665c914585fd,M,15-12-1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,CANDELÁRIA,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,4.6,t,0.0,6.2,4.0,APROVADO
6332,3ff8d8a18815658e8684ec3500d27cfc,M,01-04-1994,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,CEARÁ-MIRIM,COHAB,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,,,,,,,CANCELADO
6340,b1bba06612610bc63989a0a5ea14d3fc,M,08-05-1995,Branco,Rio Grande do Norte,MOSSORÓ,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,4.9,f,0.0,6.5,2.0,APROVADO
6358,4b11fb51905da447d0cefc76ce4f5f94,M,07-11-1988,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,SÃO TOMÉ,CENTRO,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,6.2,f,0.0,5.8,8.0,APROVADO POR NOTA
6376,617302e28daaf9ab54aaae256040ba3f,M,27-04-1993,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,NEÓPOLIS,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,5.8,f,0.0,6.6,8.0,APROVADO POR NOTA
6392,e5f2810aa63e3d1d0472a76623334c72,M,15-07-1996,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,POTENGI,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,5.9,f,0.0,5.3,8.0,APROVADO
6408,64b696da3707557afa8dfcef34977c6f,M,14-04-1994,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,FELIPE CAMARÃO,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,5.9,f,0.0,5.0,6.0,APROVADO
6426,a02054a40cd0a158427d19da36fb4c42,M,01-04-1996,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,REDINHA,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,4.4,f,0.0,5.1,6.0,APROVADO POR NOTA
6444,665100eb5bacac5c89aff67cf93923b8,M,09-05-1961,Pardo,Ceará,FORTALEZA,Rio Grande do Norte,NATAL,CAPIM MACIO,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,5.3,f,0.0,7.0,8.0,APROVADO
6460,36f8f6988f921634a13209075f21857a,M,29-09-1996,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,PONTA NEGRA,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,6.0,f,0.0,6.5,8.0,APROVADO
6478,48bda966ddad288bba1f680237cdef70,M,06-09-1995,Pardo,Pernambuco,MACAPARANA,Rio Grande do Norte,PARNAMIRIM,EMAÚS,GRADUAÇÃO,SiSU,2014,1.0,f,1217922,92127264.0,1.0,5.9,f,0.0,5.6,4.0,APROVADO POR NOTA
6494,45297f9972a868e60425c12ae4f3f143,M,31-08-1994,Branco,Rio Grande do Sul,PORTO ALEGRE,Rio Grande do Norte,NATAL,PONTA NEGRA,GRADUAÇÃO,JUDICIAL,2014,1.0,f,1217921,92127264.0,1.0,6.6,f,0.0,5.1,0.0,EXCLUIDA
6515,c56988f88fee67b606647c582492ba07,M,17-03-1995,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,SÃO GONÇALO  DO AMARANTE,CONJUNTO JARDIM PETRÓPOLIS,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,5.6,f,0.0,6.7,8.0,APROVADO
6533,f67675afa37d595664374bc2b7dee83a,M,04-04-1994,Não Informado,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,FELIPE CAMARÃO,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,3.8,t,0.0,6.0,8.0,APROVADO
6551,68cae41f119be7a8b55b7d167e077cb7,M,19-04-1996,Negro,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,LAGOA AZUL,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,4.3,f,0.0,5.2,8.0,APROVADO POR NOTA
6569,09c576ebed33d3a813eabe6d34f29efc,M,06-04-1995,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,POTENGI,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,7.3,f,0.0,6.5,6.0,APROVADO POR NOTA
6587,738ebc6d7bd6c58acd2364c0c262e500,M,28-08-1995,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,4.8,f,0.0,6.5,8.0,APROVADO POR NOTA
6605,739c7ac76005b144cc9b72cbe44a0e32,M,20-03-1994,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,PITIMBU,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,5.4,f,0.0,5.6,8.0,APROVADO
6623,ad5131af1ce9f4f9b019b81117bb843c,M,30-03-1995,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,NOVA PARNAMIRIM,GRADUAÇÃO,SiSU,2014,1.0,t,1217921,92127264.0,1.0,8.1,f,0.0,8.5,8.0,APROVADO
6641,26f01fd04f5b620248135bd79c00ab4d,M,05-03-1994,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,TIROL,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,6.7,f,0.0,4.7,12.0,REPROVADO POR MÉDIA E POR FALTAS
6659,5572490df99a9f324a937a350818c526,M,27-09-1996,Pardo,Roraima,BOA VISTA,Rio Grande do Norte,NATAL,NEÓPOLIS,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,6.8,f,0.0,6.4,8.0,APROVADO
6677,ad1723416caab97b96c630e262481742,M,11-05-1992,Branco,Ceará,NÃO INFORMADO,Rio Grande do Norte,PARNAMIRIM,EMAÚS,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,6.6,f,0.0,6.7,8.0,APROVADO POR NOTA
6695,46fcfa469134e1d7294e54ec241ce9b2,M,19-03-1995,Pardo,Rio Grande do Norte,MACAU,Rio Grande do Norte,PEDRA PRETA,CENTRO,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,7.0,f,0.0,5.4,8.0,APROVADO POR NOTA
6713,ca2899f162df2806e8f05a50fe4ec9a0,F,03-02-1996,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,QUINTAS,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,5.9,f,0.0,5.1,8.0,APROVADO POR NOTA
6731,b2d0c2a079613476a3dd7dc848fd78c2,M,03-05-1994,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,0.0,f,0.0,0.0,32.0,REPROVADO POR MÉDIA E POR FALTAS
6749,b0d6eae7ca3a052474157988f5874bbc,M,25-04-1997,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,POTENGI,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,7.5,f,0.0,6.8,8.0,APROVADO POR NOTA
6767,1b1bb78ab66b8a12f8e0f0b569669bb8,M,28-03-1997,Não Informado,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,NOSSA SENHORA DA APRESENTAÇÃO,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,5.8,f,0.0,5.2,8.0,APROVADO POR NOTA
6785,f250d74dc7561f1f4f5e39242df98be1,F,13-07-1996,Branco,São Paulo,SÃO BERNARDO DO CAMPO,Rio Grande do Norte,SÃO JOSÉ DE MIPIBU,CENTRO,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,7.5,f,0.0,6.5,8.0,APROVADO POR NOTA
6803,225d40f46989efa470d44f0d85794488,M,02-10-1993,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,JARDIM CLODOALDO,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,6.0,f,0.0,4.4,22.0,REPROVADO POR MÉDIA E POR FALTAS
6821,353ca8f7aad1ab2408ea4575d8a4245c,M,04-10-1996,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,PITIMBU,GRADUAÇÃO,SiSU,2014,1.0,f,1217921,92127264.0,1.0,6.1,f,0.0,5.7,8.0,APROVADO
6839,e7197856ec82509b8028d2ad617c0c3a,M,03-01-1974,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,1.0,7.9,f,0.0,8.5,8.0,APROVADO
6853,071a8892a24c1a384085631e74f9af76,M,26-11-1980,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,NEÓPOLIS,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,1.0,4.1,f,0.0,5.6,8.0,APROVADO POR NOTA
6871,6d826fea0452bb22defbfb81a90bbec4,M,26-12-1986,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,POTENGI,GRADUAÇÃO,SiSU,2014,1.0,t,1217927,92127264.0,1.0,0.0,f,0.0,0.0,36.0,REPROVADO POR MÉDIA E POR FALTAS
6889,396968dbb253ce5f6b65473b9947dd37,M,12-10-1994,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,CIDADE NOVA,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,1.0,7.6,f,0.0,6.4,6.0,APROVADO POR NOTA
6907,065818a33218bef3c9b486b384a62107,M,10-06-1990,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,SÃO PAULO DO POTENGI,SANTOS DUMONT,GRADUAÇÃO,SiSU,2014,1.0,t,1217927,92127264.0,1.0,5.6,f,0.0,5.7,8.0,APROVADO POR NOTA
6925,d70406d352a26b0b92c6ba7fae7acd8f,M,05-05-1988,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,SANTA CRUZ,CÔNEGO MONETE,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,1.0,7.0,f,0.0,7.6,8.0,APROVADO
6943,42390057dc2777e717cc415730ce6de8,M,01-03-1983,Branco,Rio Grande do Norte,NÃO INFORMADO,Rio Grande do Norte,NATAL,CANDELÁRIA,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,1.0,0.0,f,0.0,,0.0,EXCLUIDA
6957,98dce2e1b2e4e013058b68ec163eb46f,M,22-02-1988,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,MACAÍBA,CENTRO,GRADUAÇÃO,SiSU,2014,1.0,t,1217927,92127264.0,,,,,,,EXCLUIDA
6973,bb08f985540d1d45c21123066e5203e3,M,28-01-1994,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,CIDADE NOVA,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,2.0,5.1,f,0.0,5.3,8.0,APROVADO POR NOTA
6991,a116b57e0577eceea56d80579d6976fb,M,17-04-1980,Negro,Não Informado,NÃO INFORMADO,Rio Grande do Norte,NATAL,ALECRIM,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,1.0,3.1,f,0.0,3.7,16.0,REPROVADO POR MÉDIA E POR FALTAS
7007,bda163d2e9a749dea2cc351e36cd5eba,M,26-12-1986,Negro,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,EMAÚS,GRADUAÇÃO,SiSU,2014,1.0,t,1217923,92127264.0,1.0,5.9,f,0.0,3.5,22.0,REPROVADO POR MÉDIA E POR FALTAS
7025,72489a3d7b821870feaba15d0791d180,M,26-01-1991,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,LAGOA NOVA,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,,,,,,,EXCLUIDA
7037,735bbfb6f7ab46b58f900d62a6e3cf26,M,16-10-1995,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,PARNAMIRIM,NOVA PARNAMIRIM,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,6.8,f,0.0,6.1,8.0,APROVADO POR NOTA
7055,28c0e9e6c48ca6165c60255e6707f21e,F,01-03-1996,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,POTENGI,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,2.0,6.9,f,0.0,6.3,8.0,APROVADO POR NOTA
7073,8ac0038ac22bc02fbbd50f5716e63380,F,30-08-1993,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,POTENGI,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,,,,,,,EXCLUIDA
7085,8252614ad9b67d3827e36eb4ba8df095,M,10-04-1996,Pardo,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,CANDELÁRIA,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,4.8,f,0.0,4.8,12.0,REPROVADO POR MÉDIA E POR FALTAS
7103,c889778b21ac2abebcccd62ff678f546,M,07-01-1995,Branco,Pernambuco,NATAL,Rio Grande do Norte,NATAL,PETRÓPOLIS,GRADUAÇÃO,SiSU,2014,1.0,f,1217927,92127264.0,,,,,,,EXCLUIDA
7122,541cd8aaef2a4bb55ff8f811707dffc0,M,28-11-1993,Pardo,Rio Grande do Norte,PAU DOS FERROS,Rio Grande do Norte,NATAL,CAPIM MACIO,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,6.4,f,0.0,6.5,8.0,APROVADO POR NOTA
7140,dc9b597784a26951f0dd03bb4b9e1f0e,M,07-12-1987,Branco,Bahia,SANTANA,Rio Grande do Norte,NATAL,POTENGI,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,6.4,f,0.0,5.7,8.0,APROVADO
7158,3fd258305978d55024b9066e75a89ed4,M,12-09-1994,Branco,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,IGAPÓ,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,6.2,f,0.0,5.5,8.0,APROVADO POR NOTA
7176,31e1be3720544f57f5061f094d215cee,M,30-07-1994,Pardo,Paraná,CURITIBA,Rio Grande do Norte,NATAL,PONTA NEGRA,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,2.9,f,0.0,3.1,10.0,REPROVADO
7194,69ad026fcf027c449e2f6b8f57865316,M,11-11-1995,Branco,Paraná,CASCAVEL,Rio Grande do Norte,NATAL,CAPIM MACIO,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,4.3,f,0.0,3.4,12.0,REPROVADO POR MÉDIA E POR FALTAS
7212,d0cd7ef9faef18c55e6262b416d731e3,M,26-03-1972,Não Informado,Rio Grande do Norte,NATAL,Rio Grande do Norte,CURRAIS NOVOS,J.K,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,5.0,f,0.0,6.5,8.0,APROVADO
7224,4239ed0f34169a551a557e40f100a939,M,15-08-1993,Não Informado,Rio Grande do Norte,NATAL,Rio Grande do Norte,NATAL,CIDADE DA ESPERANÇA,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,0.5,f,0.0,,0.0,EXCLUIDA
7238,2ce029b6fd0871dc31c569e6eaf6a278,F,28-04-1991,Branco,Rio Grande do Norte,NÃO INFORMADO,Rio Grande do Norte,NATAL,NEÓPOLIS,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,0.0,f,0.0,,0.0,EXCLUIDA
7256,a1d07af0300541f47d4033dc4b887b62,M,11-11-1988,Branco,Rio Grande do Norte,NATAL,,,,GRADUAÇÃO,SiSU,2014,1.0,f,1217923,92127264.0,1.0,1.0,f,0.0,0.5,28.0,REPROVADO POR MÉDIA E POR FALTAS
