,id_discente,sexo,data_nascimento,raca,estado_origem,cidade_origem,estado,municipio,bairro,nivel_ensino,forma_ingresso,ano_ingresso,periodo_ingresso,cotista,id_curso
2730,334129f757f0dc0039f8b8ed9a818050,M,01_03_1972,NAO_INFORMADO,RIO_GRANDE_DO_NORTE,NATAL,RIO_GRANDE_DO_NORTE,NATAL,RIBEIRA,GRADUACAO,TRANSF._COMPULSORIA,2013,2.0,F,92127264.0
2745,dd91e13bd82ebee8ef7105c552ec10e9,M,05_05_1986,PARDO,AMAZONAS,MANAUS,RIO_GRANDE_DO_NORTE,PARNAMIRIM,COHABINAL,GRADUACAO,TRANSF._COMPULSORIA,2013,2.0,F,92127264.0
