"discente","sexo","nota_final","cotista","cep","descricao"
"0391b4b5a4cc830ba6ab220b59453f2d","F",589.8600,f,"59000-000","GRADUAÇÃO"
"e725249f9e431e662884589f7147aada","M",623.2100,t,"59000-000","GRADUAÇÃO"
"e2e5761782b0e0996ce6f4701d8303f5","M",584.8900,t,"59000-000","GRADUAÇÃO"
"9056c3e68a41983241788984cfc8baec","F",628.5500,t,"59000-000","GRADUAÇÃO"
"788fb7bdb41938a32a9ddaa1c6fb01e1","F",4.2000,f,"59000-000","GRADUAÇÃO"
"","F",3.8000,f,"59000-000","GRADUAÇÃO"
"ecee7962f624b314d67dd486ef46fc7b","F",598.0600,t,"59000-000","GRADUAÇÃO"
"c7466052960522c08919632ca1b34634","M",707.0900,f,"59000-000","GRADUAÇÃO"
"","F",636.0800,f,"59000-000","GRADUAÇÃO"
"0eb29d8272c765f12573cdbb53cf1ca1","F",837.1200,t,"59000-000","GRADUAÇÃO"
"","F",701.7900,f,"59000-000","GRADUAÇÃO"
"397c89701918ba0609e6500e48fd081c","M",6.8300,f,"59000-000","GRADUAÇÃO"
"4c76bcbd160dc7a253f844de50524958","F",517.5400,t,"59000-000","GRADUAÇÃO"
"0f5b24cdb76521456e2bd80ba09c3aa3","M",714.3900,f,"59000-000","GRADUAÇÃO"
"8f0fba05c3042b717eace492537d25f5","F",3.8300,f,"59000-000","GRADUAÇÃO"
"0560ce3ad734e0ef8819f9b030b72a3b","F",569.6400,t,"59000-000","GRADUAÇÃO"
"0560ce3ad734e0ef8819f9b030b72a3b","F",569.6400,t,"59000-000","GRADUAÇÃO"
"8a7e581e9b3a290b42a388eb2ceffea3","F",817.9500,t,"59000-000","GRADUAÇÃO"
"c5c1c90f08e4a95b02daf7600477b2cf","F",580.3500,t,"59000-000","GRADUAÇÃO"
"5e443c773901814899015c486bb2e07e","M",630.3400,f,"59000-000","GRADUAÇÃO"
"3b4d6f240ee70669cd8269a493615d88","M",644.6200,t,"59000-000","GRADUAÇÃO"
"d692745c54fe5d56472af84391672161","M",632.2400,f,"59000-000","GRADUAÇÃO"
"d692745c54fe5d56472af84391672161","M",632.2400,f,"59000-000","GRADUAÇÃO"
"07ef842dce99ae6cff7c988953571a5d","F",648.5200,f,"59000-000","GRADUAÇÃO"
"ac81e4e9528a6659cae4687afaf3dbf4","F",472.8000,f,"59000-000","GRADUAÇÃO"
"e46d8020e663464eac306e006e28e80f","M",539.3900,f,"59000-000","GRADUAÇÃO"
"cf72f741f726b8ceab630f1b9929e29a","M",583.5100,t,"59000-000","GRADUAÇÃO"
"cf72f741f726b8ceab630f1b9929e29a","M",583.5100,t,"59000-000","GRADUAÇÃO"
"29cbaf7bf74fad34a42289c18c2d887f","M",642.9300,t,"59000-000","GRADUAÇÃO"
"1de9f057533a6eca36def13dda8449d4","M",606.9100,t,"59000-000","GRADUAÇÃO"
"a18e2b38aa826c118317c7ab447dbe37","M",600.6600,t,"59000-000","GRADUAÇÃO"
"","F",646.1900,f,"59000-000","GRADUAÇÃO"
"eefb89494ba61c2919710a6452e2d3c5","F",609.5400,t,"59000-000","GRADUAÇÃO"
"dd9821b165b2fd673642cb7368979f0c","F",589.9500,t,"59000-000","GRADUAÇÃO"
"2810c1356951b6b9a11618e017516996","M",592.2500,t,"59000-000","GRADUAÇÃO"
"642643fbd034217e285230383e25a6d5","M",747.4800,t,"59000-000","GRADUAÇÃO"
"ba5e88eefd68b7df177c1428f09d0a3b","M",583.6700,t,"59000-000","GRADUAÇÃO"
"e4b264e413efaa7572faf23d16195110","F",787.2100,t,"59000-000","GRADUAÇÃO"
"d396f88eade8aa1a1205942a2fa8e9d4","M",568.6600,t,"59000-000","GRADUAÇÃO"
"dacd05433b7816aaf91b493c1684c9c2","M",619.9200,f,"59000-000","GRADUAÇÃO"
"1644191351146e05e22d071e8d1d0727","M",559.6800,t,"59000-000","GRADUAÇÃO"
"83212d65201e069f9de934daaffd0bd3","M",621.1400,f,"59000-000","GRADUAÇÃO"
"f31f2bac6072b981fb02d5058ed1bd04","M",619.5300,f,"59000-000","GRADUAÇÃO"
"780fd5fa3a3ad855d44e4d9c0f7d241d","M",596.0100,t,"59000-000","GRADUAÇÃO"
"c0e00490d8535213448e452ed888e0a6","M",610.3800,f,"59000-000","GRADUAÇÃO"
"226854bb4f467fdcd2f01998eadf2a42","F",614.4400,f,"59000-000","GRADUAÇÃO"
"226854bb4f467fdcd2f01998eadf2a42","F",614.4400,f,"59000-000","GRADUAÇÃO"
"4645678dbc8a9c457e5ae383568ea934","F",5.4700,f,"59000-000","GRADUAÇÃO"
"8e8113837df4a3bfc1196f1b8d38b88b","F",689.1200,f,"59000-000","GRADUAÇÃO"
"b3a28f44f496da8806fc22cee6b7a32b","F",755.3300,f,"59000-000","GRADUAÇÃO"
"860fc6947f76cbd984de67dc23247c56","F",763.6000,t,"59000-000","GRADUAÇÃO"
"643e0ccbcf6595789e29a1f961d093ac","M",605.4700,f,"59000-000","GRADUAÇÃO"
"3c88ed621d3ccc8a03c985d3f5c6620c","M",625.8100,f,"59000-000","GRADUAÇÃO"
"4765d4108c3c63fd6f8421c746766688","M",686.2100,f,"59000-000","GRADUAÇÃO"
"40d6a0607a3920b27414e7e747e2261c","M",623.2500,f,"59000-000","GRADUAÇÃO"
"dfe8988868d0d82de7ed94fc861ed9f4","M",630.8900,f,"59000-000","GRADUAÇÃO"
"26c2eb008199ce09fafa6909a6455e54","M",576.4800,t,"59000-000","GRADUAÇÃO"
"","F",543.1200,f,"59000-000","GRADUAÇÃO"
"ef6791039f8dc6f9933653efb1211ac4","F",595.0100,t,"59000-000","GRADUAÇÃO"
"8e28a913351d5c645c81963831377d0a","F",667.8900,f,"59000-000","GRADUAÇÃO"
"eea5b00960e132ab7db452e67c25bdc1","M",583.5100,t,"59000-000","GRADUAÇÃO"
"d3d5600771c71434061652f444016a8e","M",646.5900,f,"59000-000","GRADUAÇÃO"
"7cfdbb774952a4246f0ca3c4f8aa7f79","F",714.3900,f,"59000-000","GRADUAÇÃO"
"83236c74b621ad7606a1b23e96410f3d","M",641.6500,f,"59000-000","GRADUAÇÃO"
"34c6babf46c19735e4c1c0634a3edfd0","F",587.7200,t,"59000-000","GRADUAÇÃO"
"eb558a3f0bfc0b2a69745735cf93264a","F",493.9200,t,"59000-000","GRADUAÇÃO"
"d4dec90cfffce52c857449c605388e24","M",834.0800,t,"59000-000","GRADUAÇÃO"
"afc66cc848e8b20f6d9f805c8683ae78","M",618.6900,t,"59000-000","GRADUAÇÃO"
"e060a41a17d7caacef3c4a63303595d2","M",600.7300,t,"59000-000","GRADUAÇÃO"
"b420cd98277c323c895ca77a4476d693","M",641.7100,f,"59000-000","GRADUAÇÃO"
"3a4b657eb2314b479827eca2c42884de","M",641.7100,f,"59000-000","GRADUAÇÃO"
"05e4ad62f005da3b0bd15841dcb1d78a","F",630.0100,f,"59000-000","GRADUAÇÃO"
"189844fe9e4d388d433966cb9154a066","M",684.8500,f,"59000-000","GRADUAÇÃO"
"c3ce360f427dfde67199e2ab3223f801","M",636.0700,f,"59000-000","GRADUAÇÃO"
"ce01e7e1427c3f0516c4fbffe9cb4b94","F",653.3900,f,"59000-000","GRADUAÇÃO"
"8d3d8ab16c2aefc0b1431f9d42dcf1e0","M",624.3600,f,"59000-000","GRADUAÇÃO"
"3698e0c2676ebbf1f30dd21e0224a724","M",580.1500,f,"59000-000","GRADUAÇÃO"
"da0ab380fd791263c4ab248e570e3368","M",710.7400,f,"59000-000","GRADUAÇÃO"
"85984c1fc3cfd9a33181f427bf59615e","M",730.9300,f,"59000-000","GRADUAÇÃO"
"eb21e7584fd1defeee8af499575b94ae","F",573.1900,f,"59000-000","GRADUAÇÃO"
"43c504b6ee601ca086b21813846d5651","F",550.0900,t,"59000-000","GRADUAÇÃO"
"cbe3864529d8c83bcb133e9967a30c1a","F",3.4700,f,"59000-000","GRADUAÇÃO"
"52779b70d768a120001f8ac78e0abbbe","F",659.4500,f,"59000-000","GRADUAÇÃO"
"6077ffff518347ea2f8a5b5ee210d81a","M",571.1200,f,"59000-000","GRADUAÇÃO"
"57052e2cf6ff47333bae7288628d19a5","F",638.9000,t,"59000-000","GRADUAÇÃO"
"57052e2cf6ff47333bae7288628d19a5","F",638.9000,t,"59000-000","GRADUAÇÃO"
"12cb4352dec59cc9e7d01d09a50233fa","M",697.5500,f,"59000-000","GRADUAÇÃO"
"5c6810b161390616de800ad6996a2063","F",596.4500,f,"59000-000","GRADUAÇÃO"
"11bb482c17703c0b61a42a15f1da02d1","F",628.8800,t,"59000-000","GRADUAÇÃO"
"8a8f2450e5d2423239b3a022d2d76484","M",609.7200,t,"59000-000","GRADUAÇÃO"
"f82fa5dc313de714ce2d0ddc2d94b47a","M",609.7200,t,"59000-000","GRADUAÇÃO"
"cd3612bd206e539d6b2f2e2d4ccfcb4f","F",6.0000,f,"59000-000","GRADUAÇÃO"
"f4d8c0db7325f9f6f62da9faa66d169b","M",650.8800,f,"59000-000","GRADUAÇÃO"
"eb2551f2b48137d7c884f1c6b08d4a26","M",592.5200,t,"59000-000","GRADUAÇÃO"
"eb2551f2b48137d7c884f1c6b08d4a26","M",592.5200,t,"59000-000","GRADUAÇÃO"
"39ea43e168f1eaf47b3976e98ab169aa","M",595.8800,t,"59000-000","GRADUAÇÃO"
"8d375ec1948d2dff00c6a64ea0af2fe2","F",599.1700,t,"59000-000","GRADUAÇÃO"
"124d1aa527709de6b94002d88ceecbb3","M",768.8300,f,"59000-000","GRADUAÇÃO"
"1ce4e9505375da1ec98f63f7f27a02eb","M",608.1400,f,"59000-000","GRADUAÇÃO"
"44be18ad822e34c8dff59fe79d0e1d0c","M",658.1100,t,"59000-000","GRADUAÇÃO"
"4904677e3dbf44d3898418735a7e0850","M",547.1900,t,"59000-000","GRADUAÇÃO"
"4e008aad2b33795880adf730524c11f0","M",659.5100,t,"59000-000","GRADUAÇÃO"
"9c0dfcb4dc9441ae7dabaf48cc1e121f","M",697.1400,f,"59000-000","GRADUAÇÃO"
"6504d5e05af1ee7ad98806c39e0346e4","M",623.1200,t,"59000-000","GRADUAÇÃO"
"","M",5.3500,f,"59000-000","GRADUAÇÃO"
"07394756ffa89b535f4f6bb4a54e8714","M",7.2900,f,"59000-000","GRADUAÇÃO"
"0a618642acbd47c2190cbeaf0ecfb88d","F",4.9300,t,"59000-000","GRADUAÇÃO"
"a4b14d554f443bd4cee132e4b0803f92","M",638.2200,t,"59000-000","GRADUAÇÃO"
"","F",6.3300,f,"59000-000","GRADUAÇÃO"
"903e804b454f6a2d6c8f68300493b4b1","M",670.8800,t,"59000-000","GRADUAÇÃO"
"903e804b454f6a2d6c8f68300493b4b1","M",670.8800,t,"59000-000","GRADUAÇÃO"
"383c205d0e87123a3024fe8a09cc17a8","F",630.5600,f,"59000-000","GRADUAÇÃO"
"383c205d0e87123a3024fe8a09cc17a8","F",630.5600,f,"59000-000","GRADUAÇÃO"
"3f796e7dc41af1962283de5105d89eaf","M",594.9300,t,"59000-000","GRADUAÇÃO"
"4ff3d73a3843a959262650a281e12ac7","F",562.0400,f,"59000-000","GRADUAÇÃO"
"a60a966379528a9b672e7bd031a9709f","F",4.6400,f,"59000-000","GRADUAÇÃO"
"9b5f42b37e0985af9fd3e25d624a81fb","F",640.1500,f,"59000-000","GRADUAÇÃO"
"c521acc78c6cdf93793a99fd50b5271d","M",5.2700,f,"59000-000","GRADUAÇÃO"
"15a188af9e78c416c834ad81464a0788","F",648.7200,t,"59000-000","GRADUAÇÃO"
"15a188af9e78c416c834ad81464a0788","F",648.7200,t,"59000-000","GRADUAÇÃO"
"bf767542df26a52ff20dff71546e4d74","F",619.1300,f,"59000-000","GRADUAÇÃO"
"a7887be9287b85ac4df99db80a05ff23","M",444.8900,f,"59000-000","GRADUAÇÃO"
"967ca3185129be67202b1c6e7e45f345","M",658.1300,t,"59000-000","GRADUAÇÃO"
"c5f896afc8cc9e5aa1ef929fb5b31f6b","F",570.6000,f,"59000-000","GRADUAÇÃO"
"8838d4c5bb38ad04bd276f4bc8884e09","F",689.5900,f,"59000-000","GRADUAÇÃO"
"8838d4c5bb38ad04bd276f4bc8884e09","F",689.5900,f,"59000-000","GRADUAÇÃO"
"","F",565.9500,f,"59000-000","GRADUAÇÃO"
"","F",578.2700,f,"59000-000","GRADUAÇÃO"
"2a1b4cc0cbedf0e80db461d7942f0f9d","F",629.4900,t,"59000-000","GRADUAÇÃO"
"352242eab552323d02ac1af98201d834","F",506.2800,f,"59000-000","GRADUAÇÃO"
"e5a1a7520dd16b89661f076ee3491add","M",660.4900,t,"59000-000","GRADUAÇÃO"
"ac6335fb59510eeee727347833bb4580","F",561.6600,t,"59000-000","GRADUAÇÃO"
"ec2d21f010ca836ae48fffc787075cf1","F",629.7400,f,"59000-000","GRADUAÇÃO"
"d9676996d3015c24c854d373168f7ee1","M",606.7300,t,"59000-000","GRADUAÇÃO"
"edec84b328ff10542f45f0a093d0584e","M",575.8400,f,"59000-000","GRADUAÇÃO"
"6316257972eb1925ac347ce142ab39e7","M",649.1200,f,"59000-000","GRADUAÇÃO"
"3969c26c66e348a71aeac464e2f12b37","F",631.8900,t,"59000-000","GRADUAÇÃO"
"","M",4.9700,f,"59000-000","GRADUAÇÃO"
"c107180ec7f1dafa93fb1c31926d338f","F",728.3900,f,"59000-000","GRADUAÇÃO"
"035e037b4da490f321f9429dcbd8ceea","M",719.9800,t,"59000-000","GRADUAÇÃO"
"daf4f1ca2a0768663262ca72521ab1f9","M",751.7600,f,"59000-000","GRADUAÇÃO"
"baa70450c9432fa012750caa98aa6a5c","F",599.5500,t,"59000-000","GRADUAÇÃO"
"885f6ff1e7d6eebc241075c95592e8ad","F",598.5400,t,"59000-000","GRADUAÇÃO"
"6702d13a58670bff223b4f6b5ee9196b","F",681.8600,f,"59000-000","GRADUAÇÃO"
"891e7bf4f99c5995312063779eeaf699","M",505.7200,f,"59000-000","GRADUAÇÃO"
"e300243d7093d8d06dd009c0410d838a","F",515.9200,f,"59000-000","GRADUAÇÃO"
"38ab38cf398e4e8cad9ab4855dfb4a72","M",500.9700,t,"59000-000","GRADUAÇÃO"
"8721002c538ce9497790e8f540a2b167","F",683.8500,t,"59000-000","GRADUAÇÃO"
"7f3020007f4b9edac539c17f268a9f21","F",653.6100,f,"59000-000","GRADUAÇÃO"
"33bdb9e847982a0de5c9fcfade377ddc","M",671.8700,t,"59000-000","GRADUAÇÃO"
"f5315962d2a8e27e9be9741d2d245b23","M",616.4900,t,"59000-000","GRADUAÇÃO"
"ad0c088170ea7dfa43a78b523919b2fb","M",597.9600,t,"59000-000","GRADUAÇÃO"
"bd4d6af4844158d1e248c9971eb255ac","F",649.9900,f,"59000-000","GRADUAÇÃO"
"dc104876fbca7907dcc118857321dbba","M",668.7300,f,"59000-000","GRADUAÇÃO"
"dc104876fbca7907dcc118857321dbba","M",668.7300,f,"59000-000","GRADUAÇÃO"
"dd4bd044cac3b5b1c3fa0c13efeb8242","F",722.4800,t,"59000-000","GRADUAÇÃO"
"ebde2b89cf7da79a1acdbf5a558eac58","M",651.6400,t,"59000-000","GRADUAÇÃO"
"03ec5a6e892fd479e08d86ea37c6c7da","M",712.4100,t,"59000-000","GRADUAÇÃO"
"c68a19022b997695fc93cb693e1c63e5","M",599.1500,f,"59000-000","GRADUAÇÃO"
"d84c58b7aecd307b3cc7c72eb082e744","F",606.9800,t,"59000-000","GRADUAÇÃO"
"b1d8bd938a1b2a4b60757615f9173307","M",592.0400,f,"59000-000","GRADUAÇÃO"
"01c8ada54c177568798236dbb9680a3c","F",721.7500,f,"59000-000","GRADUAÇÃO"
"01c8ada54c177568798236dbb9680a3c","F",721.7500,f,"59000-000","GRADUAÇÃO"
"d3f2963812f244f4d4944b12580e71a4","F",638.6300,f,"59000-000","GRADUAÇÃO"
"a2d8c37247aff7ffab9ecfd4ba1694b4","M",606.4500,t,"59000-000","GRADUAÇÃO"
"ff7ae8254b604895d5f07b4b1181eda2","M",507.1900,f,"59000-000","GRADUAÇÃO"
"9795696ff372efddcbf04b470a3d5479","M",565.5300,f,"59000-000","GRADUAÇÃO"
"cd61428d4e13188c0d1529281411233d","F",575.5300,f,"59000-000","GRADUAÇÃO"
"","F",655.1100,t,"59000-000","GRADUAÇÃO"
"826f4921971a375dfd2b311cd3c6342f","M",6.3300,t,"59000-000","GRADUAÇÃO"
"2c96e9527af76dc0aa47261bb575b394","M",673.8900,t,"59000-000","GRADUAÇÃO"
"5d1543cdaabcceee958af16be4181252","M",706.1700,t,"59000-000","GRADUAÇÃO"
"05a6a1609b17f4c64efb5a84079ea3f7","M",569.8500,f,"59000-000","GRADUAÇÃO"
"","F",611.1100,f,"59000-000","GRADUAÇÃO"
"","F",5.1700,f,"59000-000","GRADUAÇÃO"
"2e99c45246e326035562231f11c24d2f","F",561.7500,t,"59000-000","GRADUAÇÃO"
"2811cbc3e4db4a9d6ae04483a0b72b2d","F",803.4500,f,"59000-000","GRADUAÇÃO"
"04dada67e74f2baa90c608262d2251a6","M",654.6400,t,"59000-000","GRADUAÇÃO"
"7c3a996080f8cf4321d93d33a19d7c37","M",595.7600,t,"59000-000","GRADUAÇÃO"
"871bfec0ec7fdb934b92c32a63b4374e","M",5.8400,f,"59000-000","GRADUAÇÃO"
"4faaefd3f2a30a06728e7532c14e9387","M",602.1700,t,"59000-000","GRADUAÇÃO"
"43ac1384a8a646e56840fc872c38067b","M",614.4900,t,"59000-000","GRADUAÇÃO"
"941b3b348913ac251d5a8131d3990e7e","M",657.1100,f,"59000-000","GRADUAÇÃO"
"941b3b348913ac251d5a8131d3990e7e","M",657.1100,f,"59000-000","GRADUAÇÃO"
"","M",529.5200,f,"59000-000","GRADUAÇÃO"
"","M",3.6800,f,"59000-000","GRADUAÇÃO"
"0dd61a08fe679099907380a861c2005e","F",636.2300,t,"59000-000","GRADUAÇÃO"
"17879dbb2d2cd77dbe1fc0011a4bf0fd","F",646.9400,t,"59000-000","GRADUAÇÃO"
"9fea7a8aa201d9c7abee051315bd6e15","F",629.4100,t,"59000-000","GRADUAÇÃO"
"35fdc5f7f6dde2954f9f668d18e8593f","M",609.3300,f,"59000-000","GRADUAÇÃO"
"8edde97b15fbfe73ea743b31ce01e11c","M",651.3800,f,"59000-000","GRADUAÇÃO"
"8edde97b15fbfe73ea743b31ce01e11c","M",651.3800,f,"59000-000","GRADUAÇÃO"
"a9111c3a63bb3f1ea0977adcba0ff650","M",5.4300,f,"59000-000","GRADUAÇÃO"
"e5bff2d3e9c520997387dc62f08f4158","F",686.4900,f,"59000-000","GRADUAÇÃO"
"6d7030c2172ff406c17c2fc06e553b1c","M",630.5800,t,"59000-000","GRADUAÇÃO"
"764e4c07e1c7d884a3528a95d49824b0","M",595.9400,t,"59000-000","GRADUAÇÃO"
"57b01bf8e299cb1f173d3dfe2ed9cdf2","M",611.1100,t,"59000-000","GRADUAÇÃO"
"a94b9943514b0714d39390dbc14a44c4","F",630.1900,f,"59000-000","GRADUAÇÃO"
"fe648778f94a931df861520f734adad4","M",705.0200,f,"59000-000","GRADUAÇÃO"
"103c1d0157c2c8bc3feb739478803d66","F",654.0900,f,"59000-000","GRADUAÇÃO"
"8c71e5e4cc9b06383dff49034c5aea6a","M",423.3100,f,"59000-000","GRADUAÇÃO"
"06e9633918ea6ba4d331595a344b665a","M",696.0400,t,"59000-000","GRADUAÇÃO"
"7a6d91ccfe6b038191e5f71cbcfc778a","F",6.2000,f,"59000-000","GRADUAÇÃO"
"45a569ddabef6cfc9a1647ffb26a2b8d","M",649.8000,f,"59000-000","GRADUAÇÃO"
"","M",544.9200,f,"59000-000","GRADUAÇÃO"
"","M",472.2800,f,"59000-000","GRADUAÇÃO"
"c59251e7f43ffe1821c101719db1eb1a","M",543.2600,t,"59000-000","GRADUAÇÃO"
"c08a8fd1c990c7555d8240c3434171a5","M",693.7300,t,"59000-000","GRADUAÇÃO"
"d6bc3d9b87f9fed7cc08108740b50e63","F",655.3200,f,"59000-000","GRADUAÇÃO"
"","M",3.9000,f,"59000-000","GRADUAÇÃO"
"79032f191761fb8a3c546625a0a3b671","M",633.1800,f,"59000-000","GRADUAÇÃO"
"157c3421ff2e88926daf72dcd7bb6681","F",656.2400,f,"59000-000","GRADUAÇÃO"
"c1e2699ad7bf3d8a0efa656424258594","F",610.2400,t,"59000-000","GRADUAÇÃO"
"d6e337e19d963bf09625a5ba87b57cd8","F",571.3800,t,"59000-000","GRADUAÇÃO"
"95e7a10487b3761337ae2aea6527435e","M",600.0000,t,"59000-000","GRADUAÇÃO"
"2f4eff06849ac09409ea2a6ee7c8b732","M",545.9800,f,"59000-000","GRADUAÇÃO"
"21d7128b8f21adcad2b0ceaab6d9d447","M",537.6800,f,"59000-000","GRADUAÇÃO"
"c256572ce4a55e07296594d88ca74570","M",673.7300,t,"59000-000","GRADUAÇÃO"
"a253f8b7379bf6550d6e84cb16f5aa25","M",576.6800,f,"59000-000","GRADUAÇÃO"
"0cc970be744ccf450041d99a3d357385","M",650.2600,f,"59000-000","GRADUAÇÃO"
"22b87561fb514aacbe9f063c7f8d458b","M",444.5700,f,"59000-000","GRADUAÇÃO"
"500665d371c8f51e587a5764ae8c2ee4","M",535.9500,f,"59000-000","GRADUAÇÃO"
"acdd1de6596ca808c7bf40b3cf288287","M",518.0900,t,"59000-000","GRADUAÇÃO"
"","M",520.4600,t,"59000-000","GRADUAÇÃO"
"0baa0a5c0dcb7ba11290eb21f1e3a9e6","F",539.4700,t,"59000-000","GRADUAÇÃO"
"23f39dd5ad2925d06bac7cc300dc8d2e","M",665.7400,f,"59000-000","GRADUAÇÃO"
"23f39dd5ad2925d06bac7cc300dc8d2e","M",665.7400,f,"59000-000","GRADUAÇÃO"
"bd3697f011e0a55a9527ad72dbb5a281","F",579.0900,t,"59000-000","GRADUAÇÃO"
"bd3697f011e0a55a9527ad72dbb5a281","F",579.0900,t,"59000-000","GRADUAÇÃO"
"3f9a47e9570b106c96c9d9ba0649bd4b","M",675.7300,f,"59000-000","GRADUAÇÃO"
"b29d942922178d8ea6ce4129774c5620","F",656.8400,t,"59000-000","GRADUAÇÃO"
"72a3d0369f1daf202a4b0075c78a69d3","M",579.4800,t,"59000-000","GRADUAÇÃO"
"d6587661dc3caaee89b00288a6bf10ac","M",610.2600,t,"59000-000","GRADUAÇÃO"
"","N",580.0700,t,"59000-000","GRADUAÇÃO"
"abcfb1932d2af4ad5e4333297feef627","M",673.0300,f,"59000-000","GRADUAÇÃO"
"abcfb1932d2af4ad5e4333297feef627","M",673.0300,f,"59000-000","GRADUAÇÃO"
"3874fdf6748f18ef3cc555f193da078f","M",570.7100,t,"59000-000","GRADUAÇÃO"
"80dac36c97e2b21b69f40df198c0d919","F",624.5200,t,"59000-000","GRADUAÇÃO"
"3f8915fe7f4edf9a9f7cf6e14f8d5811","M",713.6500,f,"59000-000","GRADUAÇÃO"
"","F",635.2600,f,"59000-000","GRADUAÇÃO"
"132d417b3c221d00df039ac720c4b2b0","F",635.2600,f,"59000-000","GRADUAÇÃO"
"23bb44c4ae6b04c5ac7d43011ade4487","M",644.0900,f,"59000-000","GRADUAÇÃO"
"be8eed8fefc2946b1f9cd6e8e125fd62","M",629.9900,f,"59000-000","GRADUAÇÃO"
"be8eed8fefc2946b1f9cd6e8e125fd62","M",629.9900,f,"59000-000","GRADUAÇÃO"
"e753cf005eead1ace98a35b25e722fc4","F",5.3300,f,"59000-000","GRADUAÇÃO"
"","M",4.8300,f,"59000-000","GRADUAÇÃO"
"2434af0cedb65790653338cf8f47b7b0","M",449.5700,f,"59000-000","GRADUAÇÃO"
"682c98e86441040956e02311d774de4e","M",4.7500,f,"59000-000","GRADUAÇÃO"
"038fd86da4569ed0963016f9484077f5","M",821.0400,t,"59000-000","GRADUAÇÃO"
"d4923408f17c0574228956731b3ee75b","M",726.4800,f,"59000-000","GRADUAÇÃO"
"9cb01abd29213ca780539f683ca3055f","M",661.6000,f,"59000-000","GRADUAÇÃO"
"300392d24e2fa8b4012e30bc10a63890","M",595.4100,f,"59000-000","GRADUAÇÃO"
"176a702bd945f467d7731a7b806f3cf3","M",542.4900,t,"59000-000","GRADUAÇÃO"
"","F",692.8500,f,"59000-000","GRADUAÇÃO"
"","F",595.4500,t,"59000-000","GRADUAÇÃO"
"","F",595.4500,t,"59000-000","GRADUAÇÃO"
"4b8f7e8b608302eda776684cbe8e8328","F",602.5900,t,"59000-000","GRADUAÇÃO"
"cba18f3c410c93d0d40be2f7c43b6a17","F",636.4700,f,"59000-000","GRADUAÇÃO"
"431065658d3ff6c6703270ad13e8bdda","F",629.5400,t,"59000-000","GRADUAÇÃO"
"f6ae843c397c77ca31d27a0c162eb4fa","F",675.5900,f,"59000-000","GRADUAÇÃO"
"f6ae843c397c77ca31d27a0c162eb4fa","F",675.5900,f,"59000-000","GRADUAÇÃO"
"ed4c443690daa0435cb4e4797569d231","F",781.7200,f,"59000-000","GRADUAÇÃO"
"f4c3a14ef13e809c4ad7882b42984f4d","M",619.4700,t,"59000-000","GRADUAÇÃO"
"f936ba140c649054eaf43d561e4848f1","M",562.6600,t,"59000-000","GRADUAÇÃO"
"3dab8435164024734318a4ce6ac232e6","F",636.2300,f,"59000-000","GRADUAÇÃO"
"cabadee49affd352449ee8f60741dbc2","F",636.2300,f,"59000-000","GRADUAÇÃO"
"f623c1d3a29037dc21115c0f0104df1b","F",742.8600,f,"59000-000","GRADUAÇÃO"
"","M",573.5200,f,"59000-000","GRADUAÇÃO"
"ccf8f2e93a8e7663a503ffe796061d04","M",698.5800,t,"59000-000","GRADUAÇÃO"
"0714d7127b87cb1373bca0b60b5c2d1d","F",593.1400,t,"59000-000","GRADUAÇÃO"
"0f40c11a6cc2d6adc16bf4bcdb403227","M",562.2900,f,"59000-000","GRADUAÇÃO"
"acdd2d813eddc745ccf16f532f84e7c1","M",653.7600,t,"59000-000","GRADUAÇÃO"
"3882feefb3f117cf2c2fc75589e26ba5","M",790.7000,f,"59000-000","GRADUAÇÃO"
"0f30bb99bfa1204627390cc48062c783","F",499.6000,t,"59000-000","GRADUAÇÃO"
"df804147d6e908e65acc37701eb0b6d2","F",640.5200,t,"59000-000","GRADUAÇÃO"
"476683a748247ebd049e65b9ec9cf804","M",588.3400,f,"59000-000","GRADUAÇÃO"
"0ac70c9a611a78ce69cf7b73f2869529","M",634.7700,t,"59000-000","GRADUAÇÃO"
"97d503cfbe81cb56c4e7ef437da5dd57","F",706.8200,f,"59000-000","GRADUAÇÃO"
"742d936ad8f43837fabc65711cbbd73a","F",741.3900,t,"59000-000","GRADUAÇÃO"
"a240f699f01f4d21344371744e4269ad","M",613.4500,t,"59000-000","GRADUAÇÃO"
"3ed91fbe977421272a98212557915d37","F",607.8800,f,"59000-000","GRADUAÇÃO"
"50cb49b524eaaf75bd5b55fe00ad8a11","M",613.2800,t,"59000-000","GRADUAÇÃO"
"994726f280e864b5081bf793e32d7ec4","M",665.7800,f,"59000-000","GRADUAÇÃO"
"994726f280e864b5081bf793e32d7ec4","M",665.7800,f,"59000-000","GRADUAÇÃO"
"f4ee77f13f590c602ecca3e9ac0f1edb","F",596.9400,t,"59000-000","GRADUAÇÃO"
"603f9d8ba3efda356c8d8703dbab1dec","M",612.3400,t,"59000-000","GRADUAÇÃO"
"32c71574d5547cf16dbd6e3a99c78485","F",718.3200,t,"59000-000","GRADUAÇÃO"
"722a4d5f9d18174648886dcf1df25e5e","M",796.1500,t,"59000-000","GRADUAÇÃO"
"","F",4.8700,f,"59000-000","GRADUAÇÃO"
"ba829de0e02a59e353bdbb894a163223","F",580.7600,f,"59000-000","GRADUAÇÃO"
"bf7d96b7f67d1696c7a59e3ebf59e961","M",5.2700,f,"59000-000","GRADUAÇÃO"
