"discente","sexo","nota_final","cotista","cep","descricao"
"8feae76b7e011e1d39a9ac1f34a51e81","M",667.5500,f,"59000-000","GRADUAÇÃO"
"430af04a8564c9f57b611b93c2d07de2","M",669.8700,t,"59000-000","GRADUAÇÃO"
"4b4eb97cb7bdfa69df348a5a119d56ab","M",715.6100,t,"59000-000","GRADUAÇÃO"
"26464bd30dba6eb89fe76163b626eb40","M",659.0000,f,"59000-000","GRADUAÇÃO"
"95fc311182c640708f5a3e4bc98427fe","M",639.4100,t,"59000-000","GRADUAÇÃO"
"1d6ea06bbf8b3b07fd00143e255e4080","F",744.5500,f,"59000-000","GRADUAÇÃO"
"2cbc38b37648452cee6e8073d97c8590","F",555.1300,f,"59000-000","GRADUAÇÃO"
"7f6a4c668d94f5f139ceee092c9ad00e","M",623.5300,f,"59000-000","GRADUAÇÃO"
"e4e50ec16e2a313233e41a0421147dca","F",717.9100,t,"59000-000","GRADUAÇÃO"
"19443a0d4c23982cf4313048e5d027b3","M",633.8000,f,"59000-000","GRADUAÇÃO"
"e35e606c9ecea54da5100b4f1891c12b","F",689.6900,f,"59000-000","GRADUAÇÃO"
"2716094a1bd8d5cb3df4824d73662c9b","M",656.3900,f,"59000-000","GRADUAÇÃO"
"","F",709.5500,f,"59000-000","GRADUAÇÃO"
"8bbda18301d75efbd2d264df0f68d1e7","F",723.6900,f,"59000-000","GRADUAÇÃO"
"3d19bb311a0450244fb3bd71d9222237","F",728.9200,f,"59000-000","GRADUAÇÃO"
"d61980a24d86b995074a0eb24639d32a","F",728.9200,f,"59000-000","GRADUAÇÃO"
"17cb028029bc659fb5295bbc6770259f","M",632.0400,t,"59000-000","GRADUAÇÃO"
"60891deae9ec54bd1ccb8ba2b1e3ca9e","F",680.5600,f,"59000-000","GRADUAÇÃO"
"d52626c8bbdb27545ef8b49ed0602e92","M",656.8400,t,"59000-000","GRADUAÇÃO"
"aa1813e01b744a4d81c8184d769bcb9c","M",612.5300,t,"59000-000","GRADUAÇÃO"
"11d3a93cef0b352c895c14e4397f5af4","M",634.6600,t,"59000-000","GRADUAÇÃO"
"79325a188e73e433952364198df05973","M",623.2900,f,"59000-000","GRADUAÇÃO"
"47d055063c06d1a872ac04176d1680fd","M",605.5600,t,"59000-000","GRADUAÇÃO"
"865a4ac89c558f00cf043c8cbf387959","M",613.7200,t,"59000-000","GRADUAÇÃO"
"865a4ac89c558f00cf043c8cbf387959","M",613.7200,t,"59000-000","GRADUAÇÃO"
"60da80ff40b71bc4f1b118e28b6c1d95","F",668.5800,f,"59000-000","GRADUAÇÃO"
"60da80ff40b71bc4f1b118e28b6c1d95","F",668.5800,f,"59000-000","GRADUAÇÃO"
"c32e754dc203778d37f545818002f446","M",730.4100,f,"59000-000","GRADUAÇÃO"
"c32e754dc203778d37f545818002f446","M",730.4100,f,"59000-000","GRADUAÇÃO"
"","M",635.6900,f,"59000-000","GRADUAÇÃO"
"c0cd088bff454c999b056bce7932f8e7","M",675.0400,f,"59000-000","GRADUAÇÃO"
"fb65d90cf9682a995b60407d7fde7d3f","M",635.6900,f,"59000-000","GRADUAÇÃO"
"4bbcacef7ca4918c87245ec26130564f","M",616.8600,t,"59000-000","GRADUAÇÃO"
"4bbcacef7ca4918c87245ec26130564f","M",616.8600,t,"59000-000","GRADUAÇÃO"
"61f5bc45fba754ad8958ad5ce92ecea4","M",635.5000,t,"59000-000","GRADUAÇÃO"
"2a98d05c3c2ddf9c515466c7c7ea6d9c","M",668.9100,f,"59000-000","GRADUAÇÃO"
"2a98d05c3c2ddf9c515466c7c7ea6d9c","M",668.9100,f,"59000-000","GRADUAÇÃO"
"1ed35b8236786ac8095d24fe93b7df70","M",6.0700,t,"59000-000","GRADUAÇÃO"
"3cafbe305145f3ad5a39eb08a7b19d74","M",647.0100,f,"59000-000","GRADUAÇÃO"
"4a7d70aaedd8ee2105c1650357b131bb","M",610.5400,t,"59000-000","GRADUAÇÃO"
"3d3cc4e90a7fd2546cb1d6439f469b95","M",598.7800,t,"59000-000","GRADUAÇÃO"
"cfda4aed6a2e82b0043f94eb38aa7e0e","F",626.7000,f,"59000-000","GRADUAÇÃO"
"cfda4aed6a2e82b0043f94eb38aa7e0e","F",626.7000,f,"59000-000","GRADUAÇÃO"
"aa64bcdfe5b7d722c97dc7041d98c5dc","M",624.1800,f,"59000-000","GRADUAÇÃO"
"ba5d418fb8fdc70bd1916d1ce2fe409d","M",659.9100,f,"59000-000","GRADUAÇÃO"
"37c636bec746ac61fbfaeddfa8216b49","M",651.1900,f,"59000-000","GRADUAÇÃO"
"2829ac51f4568cf8c9163e17f9863d70","M",5.4000,f,"59000-000","GRADUAÇÃO"
"fcfb9954b528b9c7cd91dadacaf18911","M",704.0600,f,"59000-000","GRADUAÇÃO"
"3c26f81a41faf97d97c1973429a1dd8d","F",667.7800,f,"59000-000","GRADUAÇÃO"
"3c26f81a41faf97d97c1973429a1dd8d","F",667.7800,f,"59000-000","GRADUAÇÃO"
"e8509ce38e7df557a43788e498e478ee","F",603.0900,f,"59000-000","GRADUAÇÃO"
"8228bbcfc5a0c5d87009250fe7c700ab","M",731.1400,t,"59000-000","GRADUAÇÃO"
"9e87954369b7450ee3598514cc1828a4","F",733.8800,f,"59000-000","GRADUAÇÃO"
"410a38e9656da2a35ab3155f49c513d3","F",655.8300,f,"59000-000","GRADUAÇÃO"
"389ddb57d5bfdf4c5eb8390e5ddd8556","F",620.0600,t,"59000-000","GRADUAÇÃO"
"e444f23b6ab04c069d839d73eacd3bea","M",594.9500,f,"59000-000","GRADUAÇÃO"
"","M",512.7200,t,"59000-000","GRADUAÇÃO"
"83f8b42b47f955bce3f4c1e3bf715635","M",764.1700,t,"59000-000","GRADUAÇÃO"
"5dc1166c8cbf9b94fb6fab35a837519a","M",572.0000,t,"59000-000","GRADUAÇÃO"
"063dba483e2e8d73aef433e897b7c09c","F",692.0800,f,"59000-000","GRADUAÇÃO"
"1003324b4ad49ba5436dee53861197f3","F",7.0700,t,"59000-000","GRADUAÇÃO"
"4b361dae6ddd94cb081bee31a19156c7","F",5.5300,t,"59000-000","GRADUAÇÃO"
"aeeef96e6759c2e76dace60b8b007f66","M",495.5100,f,"59000-000","GRADUAÇÃO"
"d197eee291d23bb766479031afed7473","M",677.2100,f,"59000-000","GRADUAÇÃO"
"f7deeaf681da62cb3d9f0f3bc66b8cd3","M",611.7100,t,"59000-000","GRADUAÇÃO"
"f7deeaf681da62cb3d9f0f3bc66b8cd3","M",611.7100,t,"59000-000","GRADUAÇÃO"
"78718e4d0e6113902276fa44febf339b","M",587.8200,t,"59000-000","GRADUAÇÃO"
"696470c54a5056f19b11628debf7cccf","M",637.8700,f,"59000-000","GRADUAÇÃO"
"696470c54a5056f19b11628debf7cccf","M",637.8700,f,"59000-000","GRADUAÇÃO"
"adbaa5af335a778c7625a9f9fa433d83","F",604.9100,f,"59000-000","GRADUAÇÃO"
"384ced34217b3b784025df83a00e047a","M",738.0000,t,"59000-000","GRADUAÇÃO"
"ba51bac7189f4abc38fad4d9dbb3111b","M",662.8900,f,"59000-000","GRADUAÇÃO"
"172dff7dbffe5e2f3a4b56d7b5d305f7","F",709.3100,f,"59000-000","GRADUAÇÃO"
"29f4df007dd3dd584dad673dfdbe04a6","F",682.9600,f,"59000-000","GRADUAÇÃO"
"9d6ac7a6a1c39dcb4956823e0f7da8dd","M",805.7200,t,"59000-000","GRADUAÇÃO"
"f83e3f080d3533b2b3b71011a9f1d70f","M",638.2400,f,"59000-000","GRADUAÇÃO"
"27669bbcbdb1baf4819a038b6942fac2","M",860.4100,t,"59000-000","GRADUAÇÃO"
"4fdae125d4f53d0cc14bf982bc650961","M",914.6400,t,"59000-000","GRADUAÇÃO"
"963ac9a9415de07181660267da0028ae","M",659.9700,f,"59000-000","GRADUAÇÃO"
"22af35534e397fbd9571ebf352f637c8","M",617.4700,t,"59000-000","GRADUAÇÃO"
"070ab08943743e3f4aa229a65c41776e","M",604.5800,f,"59000-000","GRADUAÇÃO"
"0223235b4b4a3f2bd23403b43f28fe14","M",626.4500,f,"59000-000","GRADUAÇÃO"
"b441b547552b9a7549eaaa9730b438d3","F",606.3800,f,"59000-000","GRADUAÇÃO"
"3832e950905469825d25e7f15a3aefba","M",607.6000,t,"59000-000","GRADUAÇÃO"
"bcc8ce339f6e9ac9c2cecabf8fa95ba6","F",633.0000,f,"59000-000","GRADUAÇÃO"
"253ea0c33ebec63ad1957d7a32ed0ee3","M",662.0100,f,"59000-000","GRADUAÇÃO"
"","F",637.0200,t,"59000-000","GRADUAÇÃO"
"8c383f54263e2629353dd65151745d57","M",653.5200,f,"59000-000","GRADUAÇÃO"
"8c383f54263e2629353dd65151745d57","M",653.5200,f,"59000-000","GRADUAÇÃO"
"1e418ad5c24dd7a8ffeca5b73579c2c7","M",657.7200,f,"59000-000","GRADUAÇÃO"
"1d7d23a219d131ac8e0e54ea158f915b","M",657.7200,f,"59000-000","GRADUAÇÃO"
"44510ecefc751e6a79770101e04e644c","F",659.4700,f,"59000-000","GRADUAÇÃO"
"44510ecefc751e6a79770101e04e644c","F",659.4700,f,"59000-000","GRADUAÇÃO"
"540b85569d7cad3e156505060fb0347b","M",639.4700,t,"59000-000","GRADUAÇÃO"
"fd8a3b580a330291678913f2d9543d98","M",618.1600,t,"59000-000","GRADUAÇÃO"
"5a8b56cf4ed07cb7bcb51fe77616499d","M",667.2600,f,"59000-000","GRADUAÇÃO"
"7a97f40cb1ee200e84b04db20387df50","M",664.0000,f,"59000-000","GRADUAÇÃO"
"7a97f40cb1ee200e84b04db20387df50","M",664.0000,f,"59000-000","GRADUAÇÃO"
"82e244ef76d958b3b19c20df5ba2d78d","M",626.5300,t,"59000-000","GRADUAÇÃO"
"396e579f503f83fa44fc4020f421445b","M",700.3900,f,"59000-000","GRADUAÇÃO"
"374336aa77a8708d73df7d4fb7652d65","M",630.0800,t,"59000-000","GRADUAÇÃO"
"","M",580.6800,f,"59000-000","GRADUAÇÃO"
"9ac3b0c319842477fb6b7eeab9df6690","M",614.8100,f,"59000-000","GRADUAÇÃO"
"2a6f0f653f4cdc350ab77a3ed151016e","M",638.2500,f,"59000-000","GRADUAÇÃO"
"d7630d9a1fbaeb7ab3ca67ce74da4f68","F",659.9600,t,"59000-000","GRADUAÇÃO"
"4a6c4816ed2bf1ebea9bbec44f7c370f","M",731.7200,t,"59000-000","GRADUAÇÃO"
"20f3dd4a6a357153ad160bee2b67f4fe","M",744.0800,f,"59000-000","GRADUAÇÃO"
"623c293abeb1718275d878f66aa542b9","F",771.5600,t,"59000-000","GRADUAÇÃO"
"","F",621.8600,f,"59000-000","GRADUAÇÃO"
"452a7848e288b3fa28cffe86e8fe6829","F",621.8600,f,"59000-000","GRADUAÇÃO"
"fc1115daa11f9a2937e82186674aa6f2","M",557.1600,f,"59000-000","GRADUAÇÃO"
"88d6353173e1def9e7cdf70352be97f5","M",654.5200,f,"59000-000","GRADUAÇÃO"
"d92ede2db4bce2da898aa2eb8d04aab6","M",647.9200,t,"59000-000","GRADUAÇÃO"
"d6de506e2a537d50e34307c32c2adda3","M",734.2600,f,"59000-000","GRADUAÇÃO"
"610cb0c294e1be93f10fb86a60da7be6","M",569.0100,t,"59000-000","GRADUAÇÃO"
"959a3fc7f274481d0e64d4630e900350","M",642.7600,t,"59000-000","GRADUAÇÃO"
"50b0f9e669b3c6af57b2347843fe29a2","F",667.8900,f,"59000-000","GRADUAÇÃO"
"832f1f059e7dba6704da0106d216fa5b","M",612.3400,t,"59000-000","GRADUAÇÃO"
"a68374e78d7631d495c9e61d34f12538","M",4.9300,f,"59000-000","GRADUAÇÃO"
"d55404ab131a929b20246817234c29fe","M",682.1700,f,"59000-000","GRADUAÇÃO"
"9498b53d88a15e88b81083274ecf8856","M",693.1500,f,"59000-000","GRADUAÇÃO"
"b1a4289598e0780e76a5f448b0f75e80","F",759.5200,f,"59000-000","GRADUAÇÃO"
"21f8accf5702408cb9ea4a4523c2aa87","M",658.7600,f,"59000-000","GRADUAÇÃO"
"90d8d38ef799e793ca0e815a094bf918","M",728.0700,f,"59000-000","GRADUAÇÃO"
"09b2d09a2ea965d41b046689a49bfa1d","F",738.0600,f,"59000-000","GRADUAÇÃO"
"37f3219f26ff6c532ee84b62c39f16b4","M",589.7200,t,"59000-000","GRADUAÇÃO"
"303a0977c406b7f49c11d009d2d5a465","M",729.5100,f,"59000-000","GRADUAÇÃO"
"9d74e7c3632aa6258adbc8ef82b3851a","M",692.3600,f,"59000-000","GRADUAÇÃO"
"203a26032092a65e9dc6aed69b11ce60","F",612.3700,t,"59000-000","GRADUAÇÃO"
"ab42d0410aa069854abf91c01a450c79","F",611.1900,t,"59000-000","GRADUAÇÃO"
"6de8fc1224b598febf482bcd484f1edf","F",611.1900,t,"59000-000","GRADUAÇÃO"
"ad15cf7a9223194fcc8b47af35ca7baf","M",714.3100,t,"59000-000","GRADUAÇÃO"
"062e9c265e84a8441e5fb420b65366ed","F",4.3000,f,"59000-000","GRADUAÇÃO"
"e545180d91f2d949e568e19c3039289f","M",611.1800,t,"59000-000","GRADUAÇÃO"
"11023dfdafbb0ead05fd5addc52454bb","F",590.5200,t,"59000-000","GRADUAÇÃO"
"ed9072f952ae2bd0626c10496464f84a","M",4.2700,f,"59000-000","GRADUAÇÃO"
"df4ce30b05014a38dc9d909d98a1b168","F",640.7800,f,"59000-000","GRADUAÇÃO"
"8a3c3e015c7ab75a8c0015c236d274b3","F",627.3300,f,"59000-000","GRADUAÇÃO"
"4c29fd855d0345f6d0f5d5f36154d5d3","M",616.4500,t,"59000-000","GRADUAÇÃO"
"3a46244e093ee676bcebf1f50ab4c7de","F",690.1300,f,"59000-000","GRADUAÇÃO"
"bde23f52accc9e363df17f78585cbdb6","M",756.4800,f,"59000-000","GRADUAÇÃO"
"bde23f52accc9e363df17f78585cbdb6","M",756.4800,f,"59000-000","GRADUAÇÃO"
"8564be48c84d3545b89173eb3373ddd2","M",623.4000,f,"59000-000","GRADUAÇÃO"
"9202552e49d63d2808ff327a6c4355c6","F",657.8400,f,"59000-000","GRADUAÇÃO"
"835b3807b821bb1ecce69e29ec6532dd","M",649.2600,t,"59000-000","GRADUAÇÃO"
"fcce74993c2a7017836738027d98f61f","M",737.3200,f,"59000-000","GRADUAÇÃO"
"d2e792ad995b4621c2ef013725d88e6c","F",635.1600,t,"59000-000","GRADUAÇÃO"
"ba3953074261d8efaad1a10c24884cee","F",620.3200,t,"59000-000","GRADUAÇÃO"
"36bf0647f048721e9a08f46067195fb4","F",628.3500,t,"59000-000","GRADUAÇÃO"
"4d9e6ce10e8d264d707034f64a633205","M",659.4500,f,"59000-000","GRADUAÇÃO"
"4018ec129eaec23adba774a2c8cdd778","F",647.6200,f,"59000-000","GRADUAÇÃO"
"c4c382fe085f3cf09544e14fecef98da","M",573.4200,t,"59000-000","GRADUAÇÃO"
"33f596282a1559749d336db59066c1e1","M",659.8700,f,"59000-000","GRADUAÇÃO"
"998a9386800c80b02feaa3814c8243c1","M",563.0500,t,"59000-000","GRADUAÇÃO"
"d3e9d1e2b108ea8991a687b49c9aa9ea","M",666.2400,t,"59000-000","GRADUAÇÃO"
"","M",666.2400,t,"59000-000","GRADUAÇÃO"
"","M",673.1400,t,"59000-000","GRADUAÇÃO"
"ed4a5a67349deaf7abfbf1ec9c23cdfd","M",601.3600,t,"59000-000","GRADUAÇÃO"
"c0269868f32e81764a199c4fca8437bf","M",601.3600,t,"59000-000","GRADUAÇÃO"
"5f0967c09cb92a5c0cc571d2ee8b9602","F",632.4900,f,"59000-000","GRADUAÇÃO"
"8f0d10803bcdc0a4b73682407d57ca9f","M",623.1800,t,"59000-000","GRADUAÇÃO"
"6d0d4494c3194ca48da39185ba57bc97","M",679.8600,f,"59000-000","GRADUAÇÃO"
"df44c1d1c6e3bfe22f2f9cca2db730b4","F",626.4200,t,"59000-000","GRADUAÇÃO"
"df44c1d1c6e3bfe22f2f9cca2db730b4","F",626.4200,t,"59000-000","GRADUAÇÃO"
"0ccd1b83320b660e48d2813413c82149","M",6.5700,f,"59000-000","GRADUAÇÃO"
"743cbaaeee5904264c0217cd1c30c8cf","F",612.8800,f,"59000-000","GRADUAÇÃO"
"219cf0f7409cea9eb0f5b96c8c99cf8e","F",757.2300,t,"59000-000","GRADUAÇÃO"
"957fcb00a2c19ea1ea95e133819cdf62","F",683.3900,f,"59000-000","GRADUAÇÃO"
"4effeca936a2131f3c8f8aa784b80711","F",610.2800,t,"59000-000","GRADUAÇÃO"
"42b0032c0a49cb9aed04aa671a1eeaae","M",590.2800,t,"59000-000","GRADUAÇÃO"
"e4c97536a64f19ea874ea5558232f370","F",696.1800,f,"59000-000","GRADUAÇÃO"
"bd66df5071778080823b4c622a78a882","F",755.1200,t,"59000-000","GRADUAÇÃO"
"","F",4.7700,f,"59000-000","GRADUAÇÃO"
"ffe3565dabec819a937489e1e4e09832","M",5.4300,f,"59000-000","GRADUAÇÃO"
"5eca52bcca2a55f49fe35e8a16c0f9b7","M",676.2100,f,"59000-000","GRADUAÇÃO"
"f91d8a83d0a62e4f850d38cdd8db8f64","M",734.0200,f,"59000-000","GRADUAÇÃO"
"5b4ba93ffd8f84daff967c1825fd69c1","M",670.4500,f,"59000-000","GRADUAÇÃO"
"6f99a1dc269c94477a28bf6e1cb4289d","F",529.9100,t,"59000-000","GRADUAÇÃO"
"84c5d7e32ac354f9ef868607effdf22d","F",596.3600,t,"59000-000","GRADUAÇÃO"
"8c18d48f1fda5f875ca1cd434ca45c9f","M",636.8700,t,"59000-000","GRADUAÇÃO"
"03c0b95331ea8ecf51fa151c0141f5df","M",545.1600,t,"59000-000","GRADUAÇÃO"
"670dff25cc9fdca2d250f65f370c7266","M",597.8200,t,"59000-000","GRADUAÇÃO"
"32c2a6ad6a159ed6f9569f7c0b64945d","M",609.9800,t,"59000-000","GRADUAÇÃO"
"b74e0ee4bdf870133424747141cdb578","F",723.0300,f,"59000-000","GRADUAÇÃO"
"53a974939452c582c283431aabca462d","M",639.7600,f,"59000-000","GRADUAÇÃO"
"06be4301e4456150ecf7874216c54f1b","F",603.7100,t,"59000-000","GRADUAÇÃO"
"3d8dbcac4aae0330e4ea06f10270f6ca","F",620.7600,t,"59000-000","GRADUAÇÃO"
"530d914d89df70ec27c69194967927d7","M",720.7900,f,"59000-000","GRADUAÇÃO"
"9eb84f94c05c28c433bb1fab4417b29e","M",656.7300,f,"59000-000","GRADUAÇÃO"
"9eb84f94c05c28c433bb1fab4417b29e","M",656.7300,f,"59000-000","GRADUAÇÃO"
"0850ba83515fea62551194278fbb5bad","M",707.2700,f,"59000-000","GRADUAÇÃO"
"46e3b58de679827276fe4ff553ea6a29","M",586.8900,t,"59000-000","GRADUAÇÃO"
"00a4e9f57fc7f7cb9bdb83ef127ab1d4","F",644.0600,f,"59000-000","GRADUAÇÃO"
"","F",625.0700,f,"59000-000","GRADUAÇÃO"
"8c47c4f89581bfe804e033ebd1c7778f","M",621.6900,t,"59000-000","GRADUAÇÃO"
"8c47c4f89581bfe804e033ebd1c7778f","M",621.6900,t,"59000-000","GRADUAÇÃO"
"d03c4a7dea783ca6a45a3c2ab20661bb","M",647.2200,t,"59000-000","GRADUAÇÃO"
"","M",627.5700,t,"59000-000","GRADUAÇÃO"
"95b7ff80cb8f88ab19003e204369c817","M",745.1600,f,"59000-000","GRADUAÇÃO"
"372d4e062b2e5eca98cbddef09a805d6","M",708.3800,t,"59000-000","GRADUAÇÃO"
"c0ac80c302f310af4cd948cf6662b952","F",632.8900,t,"59000-000","GRADUAÇÃO"
"060ffc9e0bdaea87f75b082f3647e74d","M",620.4700,t,"59000-000","GRADUAÇÃO"
"09ce29394593d8a58d962b624a9ef073","F",514.4600,f,"59000-000","GRADUAÇÃO"
"e9459b382b5cde7b64c37066f76f6aa1","M",712.8500,f,"59000-000","GRADUAÇÃO"
"b2ab44bd315ca9188eeb3476e2a76712","M",667.8500,f,"59000-000","GRADUAÇÃO"
"","M",615.7500,f,"59000-000","GRADUAÇÃO"
"fe3db4544dd9b09db05ddec432fc9086","M",531.6600,t,"59000-000","GRADUAÇÃO"
"","F",602.8400,f,"59000-000","GRADUAÇÃO"
"9d448ada01c82106d0710a571750406c","M",568.5200,t,"59000-000","GRADUAÇÃO"
"b5ac349b7f1319917b74149ca0e03f45","F",617.2100,f,"59000-000","GRADUAÇÃO"
"dd631655bfca714dc3dc4865d2ba03db","M",574.9300,t,"59000-000","GRADUAÇÃO"
"82c9fbad018b6d42f118cc9bc75e61dc","M",602.2600,t,"59000-000","GRADUAÇÃO"
"ebb337bb89fd64cd6c4b80358f197ad9","M",668.2800,t,"59000-000","GRADUAÇÃO"
"cdee10c584c4eac0c7aa7f7563e6bb24","M",650.6500,t,"59000-000","GRADUAÇÃO"
"e69d87bc75e9ad784c0556cdc932ac97","M",622.2300,f,"59000-000","GRADUAÇÃO"
"4569a51e5187ba6e2d5e7d66985d6a74","M",675.0900,f,"59000-000","GRADUAÇÃO"
"e437e06a0aa85ebf4c0156b6d155ce44","M",604.9500,t,"59000-000","GRADUAÇÃO"
"f2920b005287b8baea9e200564292797","F",687.0200,f,"59000-000","GRADUAÇÃO"
"a61dc09b4e6fb4ac8e64edb2efb595eb","F",663.1400,f,"59000-000","GRADUAÇÃO"
"a61dc09b4e6fb4ac8e64edb2efb595eb","F",663.1400,f,"59000-000","GRADUAÇÃO"
"8f7ca03cebadfa3a61f6a6080542ca6c","F",701.8700,t,"59000-000","GRADUAÇÃO"
"6815fac82976fcd2c64d030476faf5b7","M",537.4800,t,"59000-000","GRADUAÇÃO"
"e87e43ebc5bee58e804f12d31577425e","F",740.2500,f,"59000-000","GRADUAÇÃO"
"7210a0c2fcf8973b383842a549097a55","F",639.1400,f,"59000-000","GRADUAÇÃO"
"d32b8448b8923b3ca57543307775fa36","F",507.1500,t,"59000-000","GRADUAÇÃO"
"a463a49d39738c15f00294dc08ccf9ed","F",551.0400,t,"59000-000","GRADUAÇÃO"
"7ae97abca8bae87b546adf6a0c3e0cb2","M",657.4000,f,"59000-000","GRADUAÇÃO"
"12b0c3963cda4fe3c74f8fb674da1d1b","F",632.1800,t,"59000-000","GRADUAÇÃO"
"60c97923f6e7c820c0e0b065a40c337a","F",655.5000,t,"59000-000","GRADUAÇÃO"
"a00b16042258054d9555cd4c9dcdb695","F",652.3300,f,"59000-000","GRADUAÇÃO"
"ce81653d46cb1903ccc0b6f4fe809b22","F",651.7200,f,"59000-000","GRADUAÇÃO"
"d7ac470540541a052a02fe4b4a32622a","M",613.3900,t,"59000-000","GRADUAÇÃO"
"68d882f82bb82d384eeddb9c4a2bee0c","M",576.0400,t,"59000-000","GRADUAÇÃO"
"1017be02a1ba86a7a10aaab012a7e91f","F",657.8900,t,"59000-000","GRADUAÇÃO"
"27cb8704841321281e87c1a2cb5d71bf","F",657.2800,t,"59000-000","GRADUAÇÃO"
"caab1fdc43cbcc35845f303a41981b16","F",697.5300,t,"59000-000","GRADUAÇÃO"
"","F",657.5200,t,"59000-000","GRADUAÇÃO"
"56fae3af136e257b1f216c82f22f82ba","M",636.5600,f,"59000-000","GRADUAÇÃO"
"","M",636.5600,f,"59000-000","GRADUAÇÃO"
"46e2effe4ee874330fb83a3ee4a428f6","M",728.8500,f,"59000-000","GRADUAÇÃO"
"f8f79daddf032bda0add43732dacfeaf","M",752.1200,t,"59000-000","GRADUAÇÃO"
"460e626a8bc7a6d8cdca88946e95e885","M",665.1200,t,"59000-000","GRADUAÇÃO"
"63bf64be4f7b03bb0bac66f9f913587e","F",672.1200,f,"59000-000","GRADUAÇÃO"
"24c8466865165352719f2f92f0ec7b62","F",754.9100,f,"59000-000","GRADUAÇÃO"
"bbd3d0cca12c604ecb5e4cf6e23ac384","F",694.0600,t,"59000-000","GRADUAÇÃO"
"2aeb130c4a9170b710ab16e5e3ad8862","F",732.2800,f,"59000-000","GRADUAÇÃO"
"2aeb130c4a9170b710ab16e5e3ad8862","F",732.2800,f,"59000-000","GRADUAÇÃO"
"9b64cff08b5f2ad6707acb08d294dca5","M",647.0200,t,"59000-000","GRADUAÇÃO"
"a8b364570f5dac6cc5b840a353930cad","F",692.8600,t,"59000-000","GRADUAÇÃO"
"527665b57189afce5c83c40b0afb84d4","F",637.2100,t,"59000-000","GRADUAÇÃO"
"527665b57189afce5c83c40b0afb84d4","F",637.2100,t,"59000-000","GRADUAÇÃO"
"33e5c0e12f164ec3ac6587e493550a2b","M",625.3100,t,"59000-000","GRADUAÇÃO"
"412df38d24924b50e7704815de8bf4c6","F",566.8200,t,"59000-000","GRADUAÇÃO"
"2f4f8a257c6cd115c58eace1f5d9caac","M",623.5800,t,"59000-000","GRADUAÇÃO"
"5f7ee939b0d1e11c38d2d7b7f4c7299f","M",656.7800,t,"59000-000","GRADUAÇÃO"
"b3d2147cbc7850ff26133ce865e72243","F",673.9200,f,"59000-000","GRADUAÇÃO"
"dfbb2552db096a43fb40c77f09350e8d","M",765.3400,f,"59000-000","GRADUAÇÃO"
"9207f31b3963dd9756408c434f0d0d82","M",640.2500,f,"59000-000","GRADUAÇÃO"
"81fba48043b71009ed4afc861ecfe391","F",631.3200,f,"59000-000","GRADUAÇÃO"
"f48ab2965882c77d4815a094edcac000","M",644.8400,t,"59000-000","GRADUAÇÃO"
"7e6f79608971ef3f4ffae88c163a9fb8","F",630.8200,t,"59000-000","GRADUAÇÃO"
"bcebfc340db387e571913c02affc5ce7","F",673.6500,f,"59000-000","GRADUAÇÃO"
"6b4755e06ae0ac36026ead8ca181fcc3","F",4.6000,f,"59000-000","GRADUAÇÃO"
"a564dd520177bf51a15522fe9d0c26a9","F",596.1600,t,"59000-000","GRADUAÇÃO"
"4badfc714d8b56cd881262109527f729","F",779.9800,f,"59000-000","GRADUAÇÃO"
"c0df2583a1f98866559bcf017432188b","M",703.9600,f,"59000-000","GRADUAÇÃO"
"7c8afc759275d3a47db88923973c7c0d","F",741.1100,f,"59000-000","GRADUAÇÃO"
"43309fbac1687a97126a4ae5d77cc5ec","F",7.3800,f,"59000-000","GRADUAÇÃO"
"700a31db1a5f00c6e1fbbf0b5ab5c0c2","F",740.3900,f,"59000-000","GRADUAÇÃO"
"283455e8b216540bf52b8c61ffb1495c","M",621.7900,f,"59000-000","GRADUAÇÃO"
"921faacfdb6372eb1b656f6ac1b2cc18","M",621.7900,t,"59000-000","GRADUAÇÃO"
"af09ef7ff38228dc32b9174b073ef979","F",610.8600,t,"59000-000","GRADUAÇÃO"
"a40fb67a12ecb1e0bc3780fba7dba256","M",661.8800,f,"59000-000","GRADUAÇÃO"
"c0153d9accb250e6afd5b507a29d7a25","M",685.1600,t,"59000-000","GRADUAÇÃO"
"819656f9ec76dae8b1e945230f359727","F",676.2900,f,"59000-000","GRADUAÇÃO"
"9246ceab3fcc36ba699e613537dd29ad","M",641.6400,t,"59000-000","GRADUAÇÃO"
"7945984711a109e667edd88f8bda2d79","M",648.4500,t,"59000-000","GRADUAÇÃO"
"2e8a5d5165740823e935b2806b3fe20d","M",587.6700,t,"59000-000","GRADUAÇÃO"
"debb815802fad7a9ac2481e4afeda6d7","M",587.6700,t,"59000-000","GRADUAÇÃO"
"7f24e15b4a9f8393f24f73ebf4ccd8d8","F",573.6900,t,"59000-000","GRADUAÇÃO"
"d7457c2ccd438a0a54b3f750991b81c7","M",706.6200,f,"59000-000","GRADUAÇÃO"
"4ec9ee1a959073fa42bf0a37be845f7c","M",572.2800,t,"59000-000","GRADUAÇÃO"
"86b7ef981e42b06764bc57f53eefed3b","M",564.9900,t,"59000-000","GRADUAÇÃO"
"1a22174789572d38c95419fa5d2acbcb","F",634.3900,t,"59000-000","GRADUAÇÃO"
