"id_discente";"ano";"periodo";"renda";"escola_ens_medio";"possui_bolsa_pesquisa";"possui_auxilio_alimentacao";"possui_auxilio_transporte";"possui_auxilio_residencia_moradia"
"fc44a56a35ec98ba8633e31e5fc3683d";"2016";"2";"888";"Todo em escola publica ";"f";"t";"f";"t"
"e85930c46c4cc7f00bd888e4692ebb3a";"2016";"2";"1480";"Todo em escola publica ";"f";"f";"f";"f"
"f44350dafc5755c3b6b85a57d6b2b240";"2016";"2";"7000";"Todo em escola particular ";"f";"f";"f";"f"
"3c83278ea60af2a2696ab1ec2576edb8";"2016";"2";"3000";"Em escola Particular, com bolsa ";"f";"f";"f";"f"
"c3ec26c234a007c74286e71c28d019ed";"2016";"2";"3200";"Todo em escola particular ";"f";"f";"f";"f"
"28fb33e96b9d9d2f6942b74a3d66ff2c";"2016";"2";"5000";"Todo em escola particular ";"f";"f";"f";"f"
"db255694e2111dc88b52d10d2d476035";"2016";"2";"880";"Todo em escola publica ";"f";"f";"f";"f"
"ed7ad927e1cd332aad5f290c44d11fa4";"2016";"2";"1100";"Todo em escola publica ";"f";"f";"f";"f"
"efc89b210acbf965e4c69cf90fb341e6";"2016";"2";"1086";"Todo em escola publica ";"f";"f";"f";"f"
"e81c030cc74229518da628a2b4b6db8d";"2016";"2";"1200";"Parte em escola pública parte em escola particular ";"f";"t";"f";"f"
"491e2f34b44c9c200bf561a0e80694f3";"2016";"2";"1760";"Todo em escola publica ";"f";"t";"f";"f"
"1366f48b582c2c23c52a4d3b8b502c0c";"2016";"2";"3500";"Em escola Particular, com bolsa ";"f";"f";"f";"f"
"ffadeab3ebcf703be543cb7ce2037fde";"2016";"2";"2000";"Todo em escola publica ";"f";"f";"f";"f"
"a94e379ce7e461ba8aa8c1b3781c6937";"2016";"2";"4746";"Todo em escola particular ";"t";"f";"f";"f"
"d7e28a8cebef790fce7d5c89cb7ec43f";"2016";"2";"3500";"Todo em escola publica ";"f";"t";"f";"f"
"0caea06127993e7bfdf6cb31b49ea749";"2016";"2";"3000";"Todo em escola particular ";"f";"f";"f";"f"
"001021e22ede29629d15818fdc7efae3";"2016";"2";"1050";"Todo em escola publica ";"f";"t";"f";"t"
"be9a6641d9052dd30486b85e5e4eb465";"2016";"2";"2900";"Todo em escola publica ";"f";"f";"f";"f"
"60901367637574177b64136d240c12d8";"2016";"2";"1448";"Todo em escola publica ";"f";"t";"f";"f"
"2a0df9422975becb463cf78e76b426f7";"2016";"2";"1600";"Todo em escola publica ";"f";"f";"f";"f"
"21085b51fe6dfd81e8767174cb633497";"2016";"2";"880";"Todo em escola publica ";"f";"f";"f";"f"
"1e9d950aec2b763e3641acce4ac06907";"2016";"2";"880";"Todo em escola publica ";"f";"t";"f";"t"
"1e7cf813e48a8702f2914d91e8371775";"2016";"2";"1200";"Em escola Particular, com bolsa ";"t";"f";"f";"f"
"22828cea30ed9305c4c3bef6dae2392b";"2016";"2";"880";"Todo em escola publica ";"f";"t";"f";"t"
"7d1aaa1b958b9d5ed1a19cb2ebe5add7";"2016";"2";"2400";"Todo em escola publica ";"f";"f";"f";"f"
"df4623474e1b97f9f161cd1b32f310d5";"2016";"2";"880";"Todo em escola publica ";"f";"t";"f";"t"
"3daf17a44506e38571a1b174c34f469c";"2016";"2";"3500";"Todo em escola particular ";"f";"f";"f";"f"
"6984e807bc656b15d11f4f492730f9d2";"2016";"2";"3601";"Todo em escola publica ";"f";"t";"f";"t"
"e97a381d3850da372cb7495e68234b8c";"2016";"2";"1200";"Todo em escola publica ";"f";"t";"f";"f"
"4eed545de02e092f04f2fefa8cd272f5";"2016";"2";"2875";"Todo em escola publica ";"t";"t";"f";"f"
"cf029033f32e68bd47ae8b7d589e9dcb";"2016";"2";"880";"Em escola Particular, com bolsa ";"t";"t";"f";"t"
"b34eb06f38465bf6f3f971e647f6022d";"2016";"2";"1597";"Todo em escola publica ";"f";"t";"f";"f"
"081a815c99b7845c08acd720f8f4c6cf";"2016";"2";"1280";"Todo em escola publica ";"f";"f";"f";"f"
"3166f71227b93b23e413903e069450cb";"2016";"2";"900";"Todo em escola particular ";"f";"f";"f";"f"
"c3ea04c946e91ace74857af9b5fa8467";"2016";"2";"1760";"Todo em escola publica ";"f";"t";"f";"f"
"6e832a1030568c4e7961c799caacce0c";"2016";"2";"3000";"Outro tipo de escola ";"f";"t";"f";"f"
"0638c3e0196281aa830902dc5083fbd5";"2016";"2";"1115";"Todo em escola particular ";"f";"t";"f";"f"
"363bc5ef2fcfb95f692ec285574aac9f";"2016";"2";"1060";"Todo em escola publica ";"f";"f";"t";"f"
"82b0e948165e4e68c8166bbd101e37ae";"2016";"2";"1200";"Todo em escola particular ";"f";"t";"f";"f"
"f3a5e3003f83ee82ce9f038ccc37c9b9";"2016";"2";"2800";"Parte em escola pública parte em escola particular ";"f";"t";"f";"t"
"4d374ed748e94dc4b2ba7be6a024e56b";"2016";"2";"3199";"Todo em escola publica ";"f";"f";"t";"f"
"8a3a3abe445550d7b7dc02ab7ca7b41e";"2016";"2";"2000";"Todo em escola particular ";"f";"f";"f";"f"
"f219234033dbfdc3e1c0476593a955f3";"2016";"2";"2000";"Todo em escola publica ";"f";"f";"f";"f"
"3d7089625c6c354e55bf35bf9af04c47";"2016";"2";"910";"Outro tipo de escola ";"f";"t";"f";"f"
"02f4a2e2bc382625bb7da5856d27a304";"2016";"2";"880";"Todo em escola publica ";"f";"t";"f";"f"
"cd0c4bae977e09f8a9ba1f901fbee1ba";"2016";"2";"1200";"Todo em escola publica ";"f";"f";"f";"f"
"f91b452c796dc495fcdbcec1faf364cb";"2016";"2";"560";"Todo em escola publica ";"f";"f";"t";"f"
"d6d924e466e2bb2778f8095f7c8dd10c";"2016";"2";"880";"Todo em escola publica ";"f";"f";"t";"f"
"915442992bc08076fdadb95b81154b12";"2016";"2";"3200";"Todo em escola particular ";"f";"f";"f";"f"
"0c30ac26abe4b37dcd2bdd84f91cc276";"2016";"2";"1500";"Todo em escola publica ";"f";"f";"f";"f"
"15760e0165586d0a20fa08c3db1ef4dc";"2016";"2";"1050";"Todo em escola publica ";"f";"f";"t";"f"
"9f21bd51222e21b971d4b78ef0b5eaa6";"2016";"2";"6500";"Todo em escola particular ";"f";"f";"f";"f"
"eb5fbd68b72e3a5062251e8501b9d32c";"2016";"2";"1760";"Todo em escola publica ";"f";"t";"f";"f"
"5add8fa929c83f6797970a0a29eb392b";"2016";"2";"724";"Todo em escola publica ";"f";"t";"f";"f"
"3aea6b5a4790ca8a389dbcbf8b650aef";"2016";"2";"800";"Todo em escola publica ";"f";"t";"f";"t"
"824b3962a97494d3b75a1b4f63149b66";"2016";"2";"4000";"Todo em escola publica ";"f";"f";"f";"f"
"b402c1eb07af687a83d90d5eca2768e0";"2016";"2";"800";"Todo em escola publica ";"t";"t";"f";"t"
"fe927949bd7c79c85231a83d1fb2a17b";"2016";"2";"1700";"Parte em escola pública parte em escola particular ";"f";"t";"f";"f"
"30e18078da06791d62a6c3c0a9c783ca";"2016";"2";"1760";"Parte em escola pública parte em escola particular ";"f";"t";"f";"t"
