"id_discente";"ano";"periodo";"renda";"escola_ens_medio";"possui_bolsa_pesquisa";"possui_auxilio_alimentacao";"possui_auxilio_transporte";"possui_auxilio_residencia_moradia"
"0298d318f64375a93228f9051b30385f";"2015";"2";"93700";"Todo em escola publica ";"f";"t";"f";"t"
"09ea86a9e0d3d3a8040bc722849a5c71";"2015";"2";"500";"Todo em escola publica ";"f";"f";"f";"f"
"4dd065a288afe147da8ca69ec291bce4";"2015";"2";"78800";"Todo em escola publica ";"f";"f";"f";"f"
"bdc97e046c67eb195425f6d23a7fd1b4";"2015";"2";"788";"Todo em escola publica ";"f";"t";"f";"t"
"3776f264c766b8c57a10d0283d570b82";"2015";"2";"2200";"Todo em escola particular ";"f";"f";"f";"f"
"a2040a93a8bcba0bb41c8f8d3b1d1160";"2015";"2";"4000";"Parte em escola pública parte em escola particular ";"t";"f";"f";"f"
"79232a49fc2ecffcde751b82e223b445";"2015";"2";"1000";"Todo em escola publica ";"f";"f";"f";"f"
"0dbb333b4fe19e83ab63dfd2fe09326a";"2015";"2";"830";"Todo em escola particular ";"f";"t";"f";"t"
"1da02d3849dd16b4c4b7e47223f0d5e5";"2015";"2";"400";"Todo em escola publica ";"f";"t";"f";"t"
"50737e0deb34642f7257ccec3f5e0736";"2015";"2";"700";"Todo em escola publica ";"f";"t";"f";"f"
"64129c311fef3e7e5e4142f48537d7bb";"2015";"2";"1500";"Todo em escola particular ";"f";"t";"f";"f"
"d289c238dd1dfe80b0af6252216c2ad0";"2015";"2";"900";"Parte em escola pública parte em escola particular ";"f";"f";"f";"f"
"058168f6b7224a42a87bee004cd95ef0";"2015";"2";"650";"Todo em escola publica ";"f";"f";"t";"f"
"174e0c9c4d1e2865d19573d2c1cb19c2";"2015";"2";"2";"Todo em escola particular ";"f";"f";"f";"f"
"63e3f3fd67f177658af83bed6186cf0e";"2015";"2";"2200";"Parte em escola pública parte em escola particular ";"f";"f";"t";"f"
"dc9a10bd05e46a37ed92fc91386efbe3";"2015";"2";"994";"Todo em escola publica ";"f";"t";"f";"f"
