id_discente;sexo;municipio;descricao
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO_POR_NOTA
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO_POR_NOTA
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO_POR_NOTA
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO_POR_NOTA
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO_POR_NOTA
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO_POR_NOTA
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO_POR_NOTA
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO_POR_NOTA
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO_POR_NOTA
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;DESISTENCIA
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO_POR_NOTA
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO_POR_NOTA
40846f2f09da1435f6eb303ce9d0d768;M;NATAL;APROVADO_POR_NOTA
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;REPROVADO
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;REPROVADO
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;REPROVADO
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO_POR_NOTA
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO_POR_NOTA
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO_POR_NOTA
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO_POR_NOTA
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO_POR_NOTA
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO_POR_NOTA
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO_POR_NOTA
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO_POR_NOTA
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO_POR_NOTA
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO_POR_NOTA
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO_POR_NOTA
0188fee9f69676d5d450513676ffa20f;M;OURO_BRANCO;APROVADO_POR_NOTA
dcb8f294bee8769bdfec88486911362f;M;NATAL;DESISTENCIA
dcb8f294bee8769bdfec88486911362f;M;NATAL;REPROVADO
dcb8f294bee8769bdfec88486911362f;M;NATAL;REPROVADO
dcb8f294bee8769bdfec88486911362f;M;NATAL;REPROVADO
dcb8f294bee8769bdfec88486911362f;M;NATAL;APROVADO_POR_NOTA
dcb8f294bee8769bdfec88486911362f;M;NATAL;APROVADO_POR_NOTA
dcb8f294bee8769bdfec88486911362f;M;NATAL;APROVADO_POR_NOTA
dcb8f294bee8769bdfec88486911362f;M;NATAL;APROVADO_POR_NOTA
dcb8f294bee8769bdfec88486911362f;M;NATAL;APROVADO_POR_NOTA
dcb8f294bee8769bdfec88486911362f;M;NATAL;APROVADO_POR_NOTA
dcb8f294bee8769bdfec88486911362f;M;NATAL;REPROVADO_POR_MEDIA_E_POR_FALTAS
dcb8f294bee8769bdfec88486911362f;M;NATAL;REPROVADO_POR_MEDIA_E_POR_FALTAS
dcb8f294bee8769bdfec88486911362f;M;NATAL;REPROVADO_POR_MEDIA_E_POR_FALTAS
f32c342b30e30053a2624f5d981385d1;M;NATAL;REPROVADO
f32c342b30e30053a2624f5d981385d1;M;NATAL;REPROVADO
f32c342b30e30053a2624f5d981385d1;M;NATAL;REPROVADO
f32c342b30e30053a2624f5d981385d1;M;NATAL;REPROVADO
f32c342b30e30053a2624f5d981385d1;M;NATAL;REPROVADO
f32c342b30e30053a2624f5d981385d1;M;NATAL;REPROVADO
f32c342b30e30053a2624f5d981385d1;M;NATAL;APROVADO_POR_NOTA
f32c342b30e30053a2624f5d981385d1;M;NATAL;APROVADO_POR_NOTA
f32c342b30e30053a2624f5d981385d1;M;NATAL;APROVADO_POR_NOTA
f32c342b30e30053a2624f5d981385d1;M;NATAL;APROVADO_POR_NOTA
f32c342b30e30053a2624f5d981385d1;M;NATAL;APROVADO_POR_NOTA
f32c342b30e30053a2624f5d981385d1;M;NATAL;APROVADO_POR_NOTA
f32c342b30e30053a2624f5d981385d1;M;NATAL;APROVADO_POR_NOTA
f32c342b30e30053a2624f5d981385d1;M;NATAL;APROVADO_POR_NOTA
f32c342b30e30053a2624f5d981385d1;M;NATAL;APROVADO_POR_NOTA
f32c342b30e30053a2624f5d981385d1;M;NATAL;REPROVADO
f32c342b30e30053a2624f5d981385d1;M;NATAL;REPROVADO
f32c342b30e30053a2624f5d981385d1;M;NATAL;REPROVADO
520429428d98dac9b5c94168677d77bd;M;NATAL;APROVADO_POR_NOTA
520429428d98dac9b5c94168677d77bd;M;NATAL;APROVADO_POR_NOTA
520429428d98dac9b5c94168677d77bd;M;NATAL;APROVADO_POR_NOTA
520429428d98dac9b5c94168677d77bd;M;NATAL;APROVADO_POR_NOTA
520429428d98dac9b5c94168677d77bd;M;NATAL;APROVADO_POR_NOTA
520429428d98dac9b5c94168677d77bd;M;NATAL;APROVADO_POR_NOTA
520429428d98dac9b5c94168677d77bd;M;NATAL;APROVADO_POR_NOTA
520429428d98dac9b5c94168677d77bd;M;NATAL;APROVADO_POR_NOTA
520429428d98dac9b5c94168677d77bd;M;NATAL;APROVADO_POR_NOTA
