,id_turma,discente,id_curso,unidade,nota,reposicao,media_final,numero_total_faltas,descricao
16027,1239536,30327d430572d0c720dcd1682a39c361,92127264.0,1.0,8.5,f,8.7,2.0,APROVADO
16028,1239536,30327d430572d0c720dcd1682a39c361,92127264.0,2.0,7.5,f,8.7,2.0,APROVADO
16029,1239536,30327d430572d0c720dcd1682a39c361,92127264.0,3.0,10.0,f,8.7,2.0,APROVADO
16030,1239536,4b58b4318cda780dbdf8beae00ef24a6,92127264.0,1.0,8.5,f,8.5,0.0,APROVADO
16031,1239536,4b58b4318cda780dbdf8beae00ef24a6,92127264.0,2.0,8.5,f,8.5,0.0,APROVADO
16032,1239536,4b58b4318cda780dbdf8beae00ef24a6,92127264.0,3.0,8.5,f,8.5,0.0,APROVADO
16034,1239536,cde1db6a62885e1f4def0c4d142f92b6,92127264.0,1.0,5.5,f,6.5,0.0,APROVADO POR NOTA
16035,1239536,cde1db6a62885e1f4def0c4d142f92b6,92127264.0,2.0,7.0,f,6.5,0.0,APROVADO POR NOTA
16036,1239536,cde1db6a62885e1f4def0c4d142f92b6,92127264.0,3.0,7.0,f,6.5,0.0,APROVADO POR NOTA
16038,1239536,da437177e090ab90ea33ba772cfbae03,92127264.0,1.0,6.0,f,6.5,2.0,APROVADO POR NOTA
16039,1239536,da437177e090ab90ea33ba772cfbae03,92127264.0,2.0,7.5,f,6.5,2.0,APROVADO POR NOTA
16040,1239536,da437177e090ab90ea33ba772cfbae03,92127264.0,3.0,6.0,f,6.5,2.0,APROVADO POR NOTA
16042,1239536,8336cceaf3e6275f4bd0611280702f1e,92127264.0,1.0,8.0,f,6.2,0.0,APROVADO POR NOTA
16043,1239536,8336cceaf3e6275f4bd0611280702f1e,92127264.0,2.0,3.5,f,6.2,0.0,APROVADO POR NOTA
16044,1239536,8336cceaf3e6275f4bd0611280702f1e,92127264.0,3.0,7.0,f,6.2,0.0,APROVADO POR NOTA
16045,1239536,51a920b9ab104a241c04fe06fcd5351d,92127264.0,1.0,7.0,f,8.5,2.0,APROVADO
16046,1239536,51a920b9ab104a241c04fe06fcd5351d,92127264.0,2.0,9.0,f,8.5,2.0,APROVADO
16047,1239536,51a920b9ab104a241c04fe06fcd5351d,92127264.0,3.0,9.5,f,8.5,2.0,APROVADO
16048,1239536,dd91e13bd82ebee8ef7105c552ec10e9,92127264.0,1.0,10.0,f,8.0,2.0,APROVADO
16049,1239536,dd91e13bd82ebee8ef7105c552ec10e9,92127264.0,2.0,6.5,f,8.0,2.0,APROVADO
16050,1239536,dd91e13bd82ebee8ef7105c552ec10e9,92127264.0,3.0,7.5,f,8.0,2.0,APROVADO
16052,1239536,7b0c9e446d13b6a8b66a1371984b673b,92127264.0,1.0,4.0,f,5.8,2.0,APROVADO POR NOTA
16053,1239536,7b0c9e446d13b6a8b66a1371984b673b,92127264.0,2.0,5.0,f,5.8,2.0,APROVADO POR NOTA
16054,1239536,7b0c9e446d13b6a8b66a1371984b673b,92127264.0,3.0,8.5,f,5.8,2.0,APROVADO POR NOTA
16055,1239536,a70e6e000686d82ad1d1a29ce75fab9f,92127264.0,1.0,7.0,f,8.2,0.0,APROVADO
16056,1239536,a70e6e000686d82ad1d1a29ce75fab9f,92127264.0,2.0,7.5,f,8.2,0.0,APROVADO
16057,1239536,a70e6e000686d82ad1d1a29ce75fab9f,92127264.0,3.0,10.0,f,8.2,0.0,APROVADO
16065,1239536,8704f185e8ae317c72ea205b466f1845,92127264.0,1.0,8.0,f,8.0,2.0,APROVADO
16066,1239536,8704f185e8ae317c72ea205b466f1845,92127264.0,2.0,9.0,f,8.0,2.0,APROVADO
16067,1239536,8704f185e8ae317c72ea205b466f1845,92127264.0,3.0,7.0,f,8.0,2.0,APROVADO
16068,1239536,6a70ede0992cec29bc1d4290ebdc1a6c,92127264.0,1.0,5.5,f,7.0,4.0,APROVADO
16069,1239536,6a70ede0992cec29bc1d4290ebdc1a6c,92127264.0,2.0,6.0,f,7.0,4.0,APROVADO
16070,1239536,6a70ede0992cec29bc1d4290ebdc1a6c,92127264.0,3.0,9.5,f,7.0,4.0,APROVADO
16071,1239536,876c9810d6f4b25797d73c942f55764e,92127264.0,1.0,5.0,f,4.2,0.0,REPROVADO
16072,1239536,876c9810d6f4b25797d73c942f55764e,92127264.0,2.0,4.5,f,4.2,0.0,REPROVADO
16073,1239536,876c9810d6f4b25797d73c942f55764e,92127264.0,3.0,0.0,t,4.2,0.0,REPROVADO
16078,1239536,3797d070ee3c0d06f8ca9e32d970dc0e,92127264.0,1.0,8.0,f,9.3,2.0,APROVADO
16079,1239536,3797d070ee3c0d06f8ca9e32d970dc0e,92127264.0,2.0,10.0,f,9.3,2.0,APROVADO
16080,1239536,3797d070ee3c0d06f8ca9e32d970dc0e,92127264.0,3.0,10.0,f,9.3,2.0,APROVADO
16092,1239536,7f526a2061ee189867da31102097f91e,92127264.0,1.0,6.0,f,7.5,4.0,APROVADO
16093,1239536,7f526a2061ee189867da31102097f91e,92127264.0,2.0,7.0,f,7.5,4.0,APROVADO
16094,1239536,7f526a2061ee189867da31102097f91e,92127264.0,3.0,9.5,f,7.5,4.0,APROVADO
16095,1239536,d01ee6d4e4283d76b5891bbfd5a3dfee,92127264.0,2.0,2.5,f,3.3,64.0,REPROVADO POR MÉDIA E POR FALTAS
16096,1239536,d01ee6d4e4283d76b5891bbfd5a3dfee,92127264.0,1.0,0.0,t,3.3,64.0,REPROVADO POR MÉDIA E POR FALTAS
16097,1239536,d01ee6d4e4283d76b5891bbfd5a3dfee,92127264.0,3.0,7.5,f,3.3,64.0,REPROVADO POR MÉDIA E POR FALTAS
16101,1239536,46665a614e41672cc0e7ab15d2acacf1,92127264.0,1.0,7.5,f,9.2,0.0,APROVADO
16102,1239536,46665a614e41672cc0e7ab15d2acacf1,92127264.0,2.0,10.0,f,9.2,0.0,APROVADO
16103,1239536,46665a614e41672cc0e7ab15d2acacf1,92127264.0,3.0,10.0,f,9.2,0.0,APROVADO
16108,1239536,677491eaf0e78c5d7d3272d90da5ead4,92127264.0,1.0,4.0,f,3.8,4.0,REPROVADO
16109,1239536,677491eaf0e78c5d7d3272d90da5ead4,92127264.0,2.0,7.5,f,3.8,4.0,REPROVADO
16110,1239536,677491eaf0e78c5d7d3272d90da5ead4,92127264.0,3.0,0.0,f,3.8,4.0,REPROVADO
16113,1239536,c9e9fb6d34701e4b7c7ce48b0444c7fe,92127264.0,1.0,4.0,f,6.0,6.0,APROVADO POR NOTA
16114,1239536,c9e9fb6d34701e4b7c7ce48b0444c7fe,92127264.0,2.0,6.5,f,6.0,6.0,APROVADO POR NOTA
16115,1239536,c9e9fb6d34701e4b7c7ce48b0444c7fe,92127264.0,3.0,7.5,f,6.0,6.0,APROVADO POR NOTA
16116,1239536,016b3e8d294936a422258b4ba1a7a785,92127264.0,3.0,8.0,f,7.2,0.0,APROVADO
16117,1239536,016b3e8d294936a422258b4ba1a7a785,92127264.0,1.0,6.0,f,7.2,0.0,APROVADO
16118,1239536,016b3e8d294936a422258b4ba1a7a785,92127264.0,2.0,7.5,f,7.2,0.0,APROVADO
38591,1239521,8df9f97cf93ecde3864b9faab51527f2,92127264.0,3.0,9.0,f,9.2,0.0,APROVADO
38592,1239521,8df9f97cf93ecde3864b9faab51527f2,92127264.0,1.0,9.5,f,9.2,0.0,APROVADO
38593,1239521,8df9f97cf93ecde3864b9faab51527f2,92127264.0,2.0,9.0,f,9.2,0.0,APROVADO
38594,1239521,2b19bf05f8ce4bc5814bd05d1b4cab36,92127264.0,1.0,10.0,f,9.0,2.0,APROVADO
38595,1239521,2b19bf05f8ce4bc5814bd05d1b4cab36,92127264.0,2.0,10.0,f,9.0,2.0,APROVADO
38596,1239521,2b19bf05f8ce4bc5814bd05d1b4cab36,92127264.0,3.0,7.0,f,9.0,2.0,APROVADO
38597,1239521,41a0fc5b21f574bff1124ce4193798dd,92127264.0,1.0,6.5,f,6.7,0.0,APROVADO POR NOTA
38598,1239521,41a0fc5b21f574bff1124ce4193798dd,92127264.0,2.0,4.5,f,6.7,0.0,APROVADO POR NOTA
38599,1239521,41a0fc5b21f574bff1124ce4193798dd,92127264.0,3.0,9.0,f,6.7,0.0,APROVADO POR NOTA
38602,1239521,8ac0038ac22bc02fbbd50f5716e63380,92127264.0,3.0,10.0,f,8.0,4.0,APROVADO
38603,1239521,8ac0038ac22bc02fbbd50f5716e63380,92127264.0,1.0,7.0,f,8.0,4.0,APROVADO
38604,1239521,8ac0038ac22bc02fbbd50f5716e63380,92127264.0,2.0,7.0,f,8.0,4.0,APROVADO
38605,1239521,63a082d54912829c3791dde3e907f3ff,92127264.0,1.0,10.0,f,9.7,0.0,APROVADO
38606,1239521,63a082d54912829c3791dde3e907f3ff,92127264.0,2.0,9.0,f,9.7,0.0,APROVADO
38607,1239521,63a082d54912829c3791dde3e907f3ff,92127264.0,3.0,10.0,f,9.7,0.0,APROVADO
38608,1239521,e023a67a7bf65d86e71bb690e4cb2ba1,92127264.0,1.0,8.0,f,8.7,0.0,APROVADO
38609,1239521,e023a67a7bf65d86e71bb690e4cb2ba1,92127264.0,2.0,9.0,f,8.7,0.0,APROVADO
38610,1239521,e023a67a7bf65d86e71bb690e4cb2ba1,92127264.0,3.0,9.0,f,8.7,0.0,APROVADO
38613,1239521,dcb8f294bee8769bdfec88486911362f,92127264.0,0,0,0,0,0,DESISTENCIA
38614,1239521,48bda966ddad288bba1f680237cdef70,92127264.0,1.0,10.0,f,9.5,0.0,APROVADO
38615,1239521,48bda966ddad288bba1f680237cdef70,92127264.0,2.0,9.0,f,9.5,0.0,APROVADO
38616,1239521,48bda966ddad288bba1f680237cdef70,92127264.0,3.0,9.5,f,9.5,0.0,APROVADO
38624,1239521,3bb00a5655ef8884b4af55d4a2a65af6,92127264.0,1.0,0.0,f,0.0,2.0,REPROVADO
38625,1239521,3bb00a5655ef8884b4af55d4a2a65af6,92127264.0,2.0,0.0,f,0.0,2.0,REPROVADO
38626,1239521,3bb00a5655ef8884b4af55d4a2a65af6,92127264.0,3.0,0.0,f,0.0,2.0,REPROVADO
38629,1239521,31e1be3720544f57f5061f094d215cee,92127264.0,1.0,10.0,f,7.0,0.0,APROVADO
38630,1239521,31e1be3720544f57f5061f094d215cee,92127264.0,2.0,2.0,f,7.0,0.0,APROVADO
38631,1239521,31e1be3720544f57f5061f094d215cee,92127264.0,3.0,9.0,f,7.0,0.0,APROVADO
38635,1239521,60609db24f3edaed3cdfe82fdb7fc4d2,92127264.0,1.0,0.0,f,0.0,4.0,REPROVADO
38636,1239521,60609db24f3edaed3cdfe82fdb7fc4d2,92127264.0,2.0,0.0,f,0.0,4.0,REPROVADO
38637,1239521,60609db24f3edaed3cdfe82fdb7fc4d2,92127264.0,3.0,0.0,f,0.0,4.0,REPROVADO
38641,1239521,38d08da2154ffa249889118d73ffdad3,92127264.0,1.0,0.0,f,0.0,2.0,REPROVADO
38642,1239521,38d08da2154ffa249889118d73ffdad3,92127264.0,2.0,0.0,f,0.0,2.0,REPROVADO
38643,1239521,38d08da2154ffa249889118d73ffdad3,92127264.0,3.0,0.0,f,0.0,2.0,REPROVADO
38647,1239521,69ad026fcf027c449e2f6b8f57865316,92127264.0,1.0,7.0,f,6.8,0.0,APROVADO POR NOTA
38648,1239521,69ad026fcf027c449e2f6b8f57865316,92127264.0,2.0,4.5,f,6.8,0.0,APROVADO POR NOTA
38649,1239521,69ad026fcf027c449e2f6b8f57865316,92127264.0,3.0,9.0,f,6.8,0.0,APROVADO POR NOTA
38650,1239521,7654b9422f2d9d22dd627991a237eb39,92127264.0,1.0,7.5,f,7.0,0.0,APROVADO
38651,1239521,7654b9422f2d9d22dd627991a237eb39,92127264.0,2.0,4.5,f,7.0,0.0,APROVADO
38652,1239521,7654b9422f2d9d22dd627991a237eb39,92127264.0,3.0,9.0,f,7.0,0.0,APROVADO
38657,1239521,aeb853ba3fbf72a9ceca3f5157e3fcf3,92127264.0,1.0,8.5,f,9.2,2.0,APROVADO
38658,1239521,aeb853ba3fbf72a9ceca3f5157e3fcf3,92127264.0,2.0,9.0,f,9.2,2.0,APROVADO
38659,1239521,aeb853ba3fbf72a9ceca3f5157e3fcf3,92127264.0,3.0,10.0,f,9.2,2.0,APROVADO
47262,1242095,2849447e693afb0816767beb8dc0a942,92127264.0,1.0,10.0,f,7.9,0.0,APROVADO
47263,1242095,2849447e693afb0816767beb8dc0a942,92127264.0,2.0,8.60000038,f,7.9,0.0,APROVADO
47264,1242095,2849447e693afb0816767beb8dc0a942,92127264.0,3.0,5.0,f,7.9,0.0,APROVADO
54582,1239557,83729736aa539851727de8ecb2c3529a,92127264.0,1.0,7.0,f,7.7,12.0,APROVADO
54583,1239557,83729736aa539851727de8ecb2c3529a,92127264.0,2.0,8.0,f,7.7,12.0,APROVADO
54584,1239557,83729736aa539851727de8ecb2c3529a,92127264.0,3.0,8.0,f,7.7,12.0,APROVADO
54586,1239557,29842efca9aab36a080af357242530e1,92127264.0,3.0,9.0,f,8.0,8.0,APROVADO
54587,1239557,29842efca9aab36a080af357242530e1,92127264.0,1.0,7.0,f,8.0,8.0,APROVADO
54588,1239557,29842efca9aab36a080af357242530e1,92127264.0,2.0,8.0,f,8.0,8.0,APROVADO
56934,1244257,63e97bc77196994b439cb853cea9d42d,92127264.0,1.0,8.19999981,f,9.2,13.0,APROVADO
56935,1244257,63e97bc77196994b439cb853cea9d42d,92127264.0,2.0,9.5,f,9.2,13.0,APROVADO
56936,1244257,63e97bc77196994b439cb853cea9d42d,92127264.0,3.0,10.0,f,9.2,13.0,APROVADO
56938,1244257,334129f757f0dc0039f8b8ed9a818050,92127264.0,1.0,8.89999962,f,8.6,18.0,APROVADO
56939,1244257,334129f757f0dc0039f8b8ed9a818050,92127264.0,2.0,7.5,f,8.6,18.0,APROVADO
56940,1244257,334129f757f0dc0039f8b8ed9a818050,92127264.0,3.0,9.5,f,8.6,18.0,APROVADO
58405,1241759,9d8dcee687180154493648b599a313c3,92127264.0,0,0,0,0,0,TRANCADO
59759,1239415,a8293007099ed594f8198548de44d95d,92127264.0,1.0,3.5,f,5.8,0.0,APROVADO POR NOTA
59760,1239415,a8293007099ed594f8198548de44d95d,92127264.0,2.0,2.79999995,t,5.8,0.0,APROVADO POR NOTA
59761,1239415,a8293007099ed594f8198548de44d95d,92127264.0,3.0,6.80000019,f,5.8,0.0,APROVADO POR NOTA
59763,1239415,dc0b37a9d90ff2d54cb650d366bb9d1e,92127264.0,1.0,1.0,f,0.5,0.0,REPROVADO
59764,1239415,dc0b37a9d90ff2d54cb650d366bb9d1e,92127264.0,2.0,0.5,f,0.5,0.0,REPROVADO
59765,1239415,dc0b37a9d90ff2d54cb650d366bb9d1e,92127264.0,3.0,0.0,f,0.5,0.0,REPROVADO
59770,1239415,7f526a2061ee189867da31102097f91e,92127264.0,3.0,7.599999900000001,f,7.1,0.0,APROVADO
59771,1239415,7f526a2061ee189867da31102097f91e,92127264.0,1.0,6.69999981,f,7.1,0.0,APROVADO
59772,1239415,7f526a2061ee189867da31102097f91e,92127264.0,2.0,7.099999900000001,f,7.1,0.0,APROVADO
59773,1239415,cde1db6a62885e1f4def0c4d142f92b6,92127264.0,1.0,4.30000019,f,1.9,0.0,REPROVADO
59774,1239415,cde1db6a62885e1f4def0c4d142f92b6,92127264.0,2.0,1.5,f,1.9,0.0,REPROVADO
59775,1239415,cde1db6a62885e1f4def0c4d142f92b6,92127264.0,3.0,0.0,f,1.9,0.0,REPROVADO
59777,1239415,8704f185e8ae317c72ea205b466f1845,92127264.0,1.0,6.69999981,f,3.3,0.0,REPROVADO
59778,1239415,8704f185e8ae317c72ea205b466f1845,92127264.0,2.0,1.0,f,3.3,0.0,REPROVADO
59779,1239415,8704f185e8ae317c72ea205b466f1845,92127264.0,3.0,2.29999995,f,3.3,0.0,REPROVADO
59784,1239415,a70e6e000686d82ad1d1a29ce75fab9f,92127264.0,1.0,6.30000019,f,7.2,0.0,APROVADO
59785,1239415,a70e6e000686d82ad1d1a29ce75fab9f,92127264.0,2.0,7.400000099999999,f,7.2,0.0,APROVADO
59786,1239415,a70e6e000686d82ad1d1a29ce75fab9f,92127264.0,3.0,2.5,t,7.2,0.0,APROVADO
59795,1239415,32daafffbc274ee74e2c8ea9f9b792a6,92127264.0,0,0,0,0,0,TRANCADO
59797,1239415,29842efca9aab36a080af357242530e1,92127264.0,3.0,0.0,f,0.0,0.0,REPROVADO
59798,1239415,29842efca9aab36a080af357242530e1,92127264.0,1.0,0.0,f,0.0,0.0,REPROVADO
59799,1239415,29842efca9aab36a080af357242530e1,92127264.0,2.0,0.0,f,0.0,0.0,REPROVADO
59800,1239415,876c9810d6f4b25797d73c942f55764e,92127264.0,1.0,4.80000019,f,1.6,0.0,REPROVADO
59801,1239415,876c9810d6f4b25797d73c942f55764e,92127264.0,2.0,0.0,f,1.6,0.0,REPROVADO
59802,1239415,876c9810d6f4b25797d73c942f55764e,92127264.0,3.0,0.0,f,1.6,0.0,REPROVADO
59805,1239415,7a1b1853a420d06922811b998fb6264f,92127264.0,1.0,5.19999981,f,5.2,0.0,APROVADO POR NOTA
59806,1239415,7a1b1853a420d06922811b998fb6264f,92127264.0,2.0,4.0,f,5.2,0.0,APROVADO POR NOTA
59807,1239415,7a1b1853a420d06922811b998fb6264f,92127264.0,3.0,6.30000019,f,5.2,0.0,APROVADO POR NOTA
59809,1239415,677491eaf0e78c5d7d3272d90da5ead4,92127264.0,2.0,5.19999981,f,1.7,0.0,REPROVADO
59810,1239415,677491eaf0e78c5d7d3272d90da5ead4,92127264.0,3.0,0.0,f,1.7,0.0,REPROVADO
59811,1239415,677491eaf0e78c5d7d3272d90da5ead4,92127264.0,1.0,0.0,f,1.7,0.0,REPROVADO
60125,1241763,098328a35e4c60b120e4bb6b94c8a0f6,92127264.0,3.0,7.0,f,8.5,12.0,APROVADO
60126,1241763,098328a35e4c60b120e4bb6b94c8a0f6,92127264.0,1.0,8.39999962,f,8.5,12.0,APROVADO
60127,1241763,098328a35e4c60b120e4bb6b94c8a0f6,92127264.0,2.0,10.0,f,8.5,12.0,APROVADO
60133,1241763,5a5d94d46b85d1bec85b6a0b0a0b826b,92127264.0,1.0,6.30000019,f,8.1,12.0,APROVADO
60134,1241763,5a5d94d46b85d1bec85b6a0b0a0b826b,92127264.0,2.0,10.0,f,8.1,12.0,APROVADO
60135,1241763,5a5d94d46b85d1bec85b6a0b0a0b826b,92127264.0,3.0,8.0,f,8.1,12.0,APROVADO
63004,1239558,e4dcda7fa43cfcaa58044c501b34f030,92127264.0,1.0,9.5,f,9.5,4.0,APROVADO
63005,1239558,e4dcda7fa43cfcaa58044c501b34f030,92127264.0,2.0,9.0,f,9.5,4.0,APROVADO
63006,1239558,e4dcda7fa43cfcaa58044c501b34f030,92127264.0,3.0,10.0,f,9.5,4.0,APROVADO
63007,1239558,3f6f02a08ef821f48beda481a97f2900,92127264.0,1.0,8.0,f,9.3,12.0,APROVADO
63008,1239558,3f6f02a08ef821f48beda481a97f2900,92127264.0,2.0,10.0,f,9.3,12.0,APROVADO
63009,1239558,3f6f02a08ef821f48beda481a97f2900,92127264.0,3.0,10.0,f,9.3,12.0,APROVADO
63011,1239558,8336cceaf3e6275f4bd0611280702f1e,92127264.0,1.0,9.5,f,7.2,4.0,APROVADO
63012,1239558,8336cceaf3e6275f4bd0611280702f1e,92127264.0,2.0,9.0,f,7.2,4.0,APROVADO
63013,1239558,8336cceaf3e6275f4bd0611280702f1e,92127264.0,3.0,3.0,f,7.2,4.0,APROVADO
63025,1239558,b48992acc8eac3465362de43c402f802,92127264.0,1.0,9.5,f,8.5,4.0,APROVADO
63026,1239558,b48992acc8eac3465362de43c402f802,92127264.0,2.0,7.0,f,8.5,4.0,APROVADO
63027,1239558,b48992acc8eac3465362de43c402f802,92127264.0,3.0,9.0,f,8.5,4.0,APROVADO
63041,1239558,29842efca9aab36a080af357242530e1,92127264.0,1.0,9.5,f,8.8,4.0,APROVADO
63042,1239558,29842efca9aab36a080af357242530e1,92127264.0,2.0,10.0,f,8.8,4.0,APROVADO
63043,1239558,29842efca9aab36a080af357242530e1,92127264.0,3.0,7.0,f,8.8,4.0,APROVADO
63044,1239558,af411d3564d0980b1ceb2c8b60e808a2,92127264.0,0,0,0,0,0,TRANCADO
66224,1241475,bc2bc7b8d6d7550aeaf952fd146e716e,92127264.0,1.0,10.0,f,8.5,0.0,APROVADO
66225,1241475,bc2bc7b8d6d7550aeaf952fd146e716e,92127264.0,2.0,9.5,f,8.5,0.0,APROVADO
66226,1241475,bc2bc7b8d6d7550aeaf952fd146e716e,92127264.0,3.0,6.0,f,8.5,0.0,APROVADO
68177,1244256,768519e21c9db3641c7c0d26e55d5574,92127264.0,1.0,9.5,f,9.8,6.0,APROVADO
68178,1244256,768519e21c9db3641c7c0d26e55d5574,92127264.0,2.0,10.0,f,9.8,6.0,APROVADO
68179,1244256,768519e21c9db3641c7c0d26e55d5574,92127264.0,3.0,10.0,f,9.8,6.0,APROVADO
68183,1244256,4120da6763c98152ecabdc8a07f4903d,92127264.0,1.0,8.0,f,9.0,18.0,APROVADO
68184,1244256,4120da6763c98152ecabdc8a07f4903d,92127264.0,2.0,9.0,f,9.0,18.0,APROVADO
68185,1244256,4120da6763c98152ecabdc8a07f4903d,92127264.0,3.0,10.0,f,9.0,18.0,APROVADO
68187,1244256,9bf92154ba99ff3f6fca90bfa35d0e8d,92127264.0,1.0,10.0,f,8.7,12.0,APROVADO
68188,1244256,9bf92154ba99ff3f6fca90bfa35d0e8d,92127264.0,2.0,8.0,f,8.7,12.0,APROVADO
68189,1244256,9bf92154ba99ff3f6fca90bfa35d0e8d,92127264.0,3.0,8.0,f,8.7,12.0,APROVADO
68193,1244256,240d89786f849e37a4d06809e635fa47,92127264.0,0,0,0,0,0,DESISTENCIA
69986,1239545,016b3e8d294936a422258b4ba1a7a785,92127264.0,1.0,4.30000019,f,5.2,0.0,APROVADO POR NOTA
69987,1239545,016b3e8d294936a422258b4ba1a7a785,92127264.0,2.0,6.599999900000001,f,5.2,0.0,APROVADO POR NOTA
69988,1239545,016b3e8d294936a422258b4ba1a7a785,92127264.0,3.0,3.0,t,5.2,0.0,APROVADO POR NOTA
69989,1239545,7f2fd9688308a85c2f1f88490cf3382d,92127264.0,1.0,2.9000001,f,1.8,0.0,REPROVADO
69990,1239545,7f2fd9688308a85c2f1f88490cf3382d,92127264.0,2.0,2.5,f,1.8,0.0,REPROVADO
69991,1239545,7f2fd9688308a85c2f1f88490cf3382d,92127264.0,3.0,0.0,f,1.8,0.0,REPROVADO
69993,1239545,e7197856ec82509b8028d2ad617c0c3a,92127264.0,1.0,0.0,f,0,0.0,TRANCADO
69994,1239545,e7197856ec82509b8028d2ad617c0c3a,92127264.0,2.0,0.0,f,0,0.0,TRANCADO
69995,1239545,e7197856ec82509b8028d2ad617c0c3a,92127264.0,3.0,0,f,0,0.0,TRANCADO
69996,1239545,761f231943a37ff29272bc3b4020fe0d,92127264.0,1.0,5.0,f,7.0,0.0,APROVADO
69997,1239545,761f231943a37ff29272bc3b4020fe0d,92127264.0,2.0,6.0999999,f,7.0,0.0,APROVADO
69998,1239545,761f231943a37ff29272bc3b4020fe0d,92127264.0,3.0,10.0,f,7.0,0.0,APROVADO
69999,1239545,46665a614e41672cc0e7ab15d2acacf1,92127264.0,2.0,9.5,f,8.8,0.0,APROVADO
70000,1239545,46665a614e41672cc0e7ab15d2acacf1,92127264.0,3.0,10.0,f,8.8,0.0,APROVADO
70001,1239545,46665a614e41672cc0e7ab15d2acacf1,92127264.0,1.0,6.80000019,f,8.8,0.0,APROVADO
70002,1239545,7b0c9e446d13b6a8b66a1371984b673b,92127264.0,1.0,6.599999900000001,f,7.7,0.0,APROVADO
70003,1239545,7b0c9e446d13b6a8b66a1371984b673b,92127264.0,2.0,7.400000099999999,f,7.7,0.0,APROVADO
