,id_turma,discente,id_curso,unidade,nota,reposicao,media_final,numero_total_faltas,descricao
2354,57573675,a9d5358e13241d1fc953196fa2983412,92127264.0,2.0,10.0,f,8.7,10.0,APROVADO
2355,57573675,a9d5358e13241d1fc953196fa2983412,92127264.0,3.0,9.5,f,8.7,10.0,APROVADO
3357,57573675,30327d430572d0c720dcd1682a39c361,92127264.0,1.0,8.19999981,f,7.3,14.0,APROVADO
3358,57573675,30327d430572d0c720dcd1682a39c361,92127264.0,2.0,7.80000019,f,7.3,14.0,APROVADO
3359,57573675,30327d430572d0c720dcd1682a39c361,92127264.0,3.0,5.80000019,f,7.3,14.0,APROVADO
3366,57573675,7f526a2061ee189867da31102097f91e,92127264.0,1.0,6.0,f,8.6,6.0,APROVADO
3367,57573675,7f526a2061ee189867da31102097f91e,92127264.0,2.0,9.80000019,f,8.6,6.0,APROVADO
3368,57573675,7f526a2061ee189867da31102097f91e,92127264.0,3.0,10.0,f,8.6,6.0,APROVADO
3369,57573675,3797d070ee3c0d06f8ca9e32d970dc0e,92127264.0,1.0,9.5,f,8.9,14.0,APROVADO
3370,57573675,3797d070ee3c0d06f8ca9e32d970dc0e,92127264.0,3.0,7.30000019,f,8.9,14.0,APROVADO
3371,57573675,3797d070ee3c0d06f8ca9e32d970dc0e,92127264.0,2.0,10.0,f,8.9,14.0,APROVADO
3372,57573675,5a5d94d46b85d1bec85b6a0b0a0b826b,92127264.0,3.0,4.0,f,7.3,12.0,APROVADO
3373,57573675,5a5d94d46b85d1bec85b6a0b0a0b826b,92127264.0,2.0,9.60000038,f,7.3,12.0,APROVADO
3374,57573675,5a5d94d46b85d1bec85b6a0b0a0b826b,92127264.0,1.0,8.19999981,f,7.3,12.0,APROVADO
3378,57573675,2b366f50d21194c4a826929a4e10ef35,92127264.0,0,0,0,0,0,TRANCADO
3416,57573675,cb75f724561edc0a0a2be38dfe95322c,92127264.0,2.0,9.19999981,f,7.7,18.0,APROVADO
3417,57573675,cb75f724561edc0a0a2be38dfe95322c,92127264.0,1.0,0.0,t,7.7,18.0,APROVADO
3418,57573675,cb75f724561edc0a0a2be38dfe95322c,92127264.0,3.0,6.5,f,7.7,18.0,APROVADO
3419,57573675,263337877cb5bbfb246858ae2ca2108e,92127264.0,2.0,8.0,f,7.7,4.0,APROVADO
3420,57573675,263337877cb5bbfb246858ae2ca2108e,92127264.0,3.0,5.0,f,7.7,4.0,APROVADO
3421,57573675,263337877cb5bbfb246858ae2ca2108e,92127264.0,1.0,0.0,t,7.7,4.0,APROVADO
3422,57573675,a9d5358e13241d1fc953196fa2983412,92127264.0,1.0,6.69999981,f,8.7,10.0,APROVADO
3423,57573675,a9d5358e13241d1fc953196fa2983412,92127264.0,2.0,10.0,f,8.7,10.0,APROVADO
3424,57573675,a9d5358e13241d1fc953196fa2983412,92127264.0,3.0,9.5,f,8.7,10.0,APROVADO
6989,57579942,55ed6d9cd251dbbad524455cdcf243aa,92127264.0,1.0,7.0,f,7.2,4.0,APROVADO
6990,57579942,55ed6d9cd251dbbad524455cdcf243aa,92127264.0,2.0,7.5,f,7.2,4.0,APROVADO
6991,57579942,55ed6d9cd251dbbad524455cdcf243aa,92127264.0,3.0,7.0,f,7.2,4.0,APROVADO
6992,57579942,61b49c330f8ac0a64a6903ca154740f7,92127264.0,2.0,4.5,f,6.0,4.0,APROVADO POR NOTA
6993,57579942,61b49c330f8ac0a64a6903ca154740f7,92127264.0,1.0,7.0,f,6.0,4.0,APROVADO POR NOTA
6994,57579942,61b49c330f8ac0a64a6903ca154740f7,92127264.0,3.0,6.5,f,6.0,4.0,APROVADO POR NOTA
6995,57579942,9ccc835c11435f84fb470fdce184ce0e,92127264.0,3.0,9.0,f,9.7,8.0,APROVADO
6996,57579942,9ccc835c11435f84fb470fdce184ce0e,92127264.0,1.0,10.0,f,9.7,8.0,APROVADO
6997,57579942,9ccc835c11435f84fb470fdce184ce0e,92127264.0,2.0,10.0,f,9.7,8.0,APROVADO
6998,57579942,473244edf0579d6a4452a4eb6af2dcea,92127264.0,1.0,7.0,f,7.3,8.0,APROVADO
6999,57579942,473244edf0579d6a4452a4eb6af2dcea,92127264.0,2.0,8.0,f,7.3,8.0,APROVADO
7000,57579942,473244edf0579d6a4452a4eb6af2dcea,92127264.0,3.0,7.0,f,7.3,8.0,APROVADO
7001,57579942,0fcd8195e102b6de8e1a5501e7d130a5,92127264.0,3.0,7.5,f,6.2,8.0,APROVADO POR NOTA
7002,57579942,0fcd8195e102b6de8e1a5501e7d130a5,92127264.0,2.0,0.0,t,6.2,8.0,APROVADO POR NOTA
7003,57579942,0fcd8195e102b6de8e1a5501e7d130a5,92127264.0,1.0,6.0,f,6.2,8.0,APROVADO POR NOTA
7004,57579942,52cb0901c1ba8d1785ead505c2561fab,92127264.0,1.0,8.80000019,f,7.6,2.0,APROVADO
7005,57579942,52cb0901c1ba8d1785ead505c2561fab,92127264.0,2.0,7.0,f,7.6,2.0,APROVADO
7006,57579942,52cb0901c1ba8d1785ead505c2561fab,92127264.0,3.0,7.0,f,7.6,2.0,APROVADO
7007,57579942,dcb8f294bee8769bdfec88486911362f,92127264.0,1.0,4.5,f,5.8,4.0,APROVADO POR NOTA
7008,57579942,dcb8f294bee8769bdfec88486911362f,92127264.0,2.0,6.0,f,5.8,4.0,APROVADO POR NOTA
7009,57579942,dcb8f294bee8769bdfec88486911362f,92127264.0,3.0,7.0,f,5.8,4.0,APROVADO POR NOTA
7010,57579942,5dac5cab88de4928bbc3095150f768ff,92127264.0,1.0,5.5,f,2.8,4.0,REPROVADO
7011,57579942,5dac5cab88de4928bbc3095150f768ff,92127264.0,2.0,3.0,f,2.8,4.0,REPROVADO
7012,57579942,5dac5cab88de4928bbc3095150f768ff,92127264.0,3.0,0.0,f,2.8,4.0,REPROVADO
7013,57579942,d780c5552a2b6e999e79eed70386fc6c,92127264.0,1.0,10.0,f,8.7,6.0,APROVADO
7014,57579942,d780c5552a2b6e999e79eed70386fc6c,92127264.0,2.0,10.0,f,8.7,6.0,APROVADO
7015,57579942,d780c5552a2b6e999e79eed70386fc6c,92127264.0,3.0,6.0,f,8.7,6.0,APROVADO
7019,57579942,46ca5bcc0383d2734d26bf3bcc201b5a,92127264.0,1.0,6.30000019,f,7.4,2.0,APROVADO
7020,57579942,46ca5bcc0383d2734d26bf3bcc201b5a,92127264.0,2.0,7.0,f,7.4,2.0,APROVADO
7021,57579942,46ca5bcc0383d2734d26bf3bcc201b5a,92127264.0,3.0,9.0,f,7.4,2.0,APROVADO
7022,57579942,29b63d2c7c4c63ea63fb33e362c47598,92127264.0,1.0,6.0,f,6.7,8.0,APROVADO POR NOTA
7023,57579942,29b63d2c7c4c63ea63fb33e362c47598,92127264.0,2.0,6.0,f,6.7,8.0,APROVADO POR NOTA
7024,57579942,29b63d2c7c4c63ea63fb33e362c47598,92127264.0,3.0,8.0,f,6.7,8.0,APROVADO POR NOTA
7025,57579942,237d47762c461bb49d3e3dd4fc797418,92127264.0,2.0,5.5,f,6.3,2.0,APROVADO POR NOTA
7026,57579942,237d47762c461bb49d3e3dd4fc797418,92127264.0,3.0,6.5,f,6.3,2.0,APROVADO POR NOTA
7027,57579942,237d47762c461bb49d3e3dd4fc797418,92127264.0,1.0,7.0,f,6.3,2.0,APROVADO POR NOTA
7028,57579942,db139241115f7e0b260b8d698ef1d959,92127264.0,1.0,4.0,f,5.0,8.0,APROVADO POR NOTA
7029,57579942,db139241115f7e0b260b8d698ef1d959,92127264.0,2.0,3.0,t,5.0,8.0,APROVADO POR NOTA
7030,57579942,db139241115f7e0b260b8d698ef1d959,92127264.0,3.0,6.0,f,5.0,8.0,APROVADO POR NOTA
7031,57579942,0cb310da34787fa5eea5b70ac2e45f99,92127264.0,1.0,6.0,f,2.0,14.0,REPROVADO POR MÉDIA E POR FALTAS
7032,57579942,0cb310da34787fa5eea5b70ac2e45f99,92127264.0,2.0,0.0,f,2.0,14.0,REPROVADO POR MÉDIA E POR FALTAS
7033,57579942,0cb310da34787fa5eea5b70ac2e45f99,92127264.0,3.0,0.0,f,2.0,14.0,REPROVADO POR MÉDIA E POR FALTAS
7034,57579942,d7d8b8da956d726a0c4b65a49a8dfffd,92127264.0,1.0,9.80000019,f,6.9,8.0,APROVADO POR NOTA
7035,57579942,d7d8b8da956d726a0c4b65a49a8dfffd,92127264.0,2.0,3.0,f,6.9,8.0,APROVADO POR NOTA
7036,57579942,d7d8b8da956d726a0c4b65a49a8dfffd,92127264.0,3.0,8.0,f,6.9,8.0,APROVADO POR NOTA
7043,57579942,c6e6b75a1e8fb3912dc281802313a782,92127264.0,1.0,6.5,f,6.0,6.0,APROVADO POR NOTA
7044,57579942,c6e6b75a1e8fb3912dc281802313a782,92127264.0,2.0,4.5,f,6.0,6.0,APROVADO POR NOTA
7045,57579942,c6e6b75a1e8fb3912dc281802313a782,92127264.0,3.0,7.0,f,6.0,6.0,APROVADO POR NOTA
7046,57579942,ab6ebb084c9eb8a5889596424523e77d,92127264.0,1.0,7.0,f,7.2,4.0,APROVADO
7047,57579942,ab6ebb084c9eb8a5889596424523e77d,92127264.0,2.0,5.5,f,7.2,4.0,APROVADO
7048,57579942,ab6ebb084c9eb8a5889596424523e77d,92127264.0,3.0,9.0,f,7.2,4.0,APROVADO
7049,57579942,b3df267ce06efc7a7c3f0bcdb276339d,92127264.0,1.0,10.0,f,8.3,8.0,APROVADO
7050,57579942,b3df267ce06efc7a7c3f0bcdb276339d,92127264.0,2.0,7.0,f,8.3,8.0,APROVADO
7051,57579942,b3df267ce06efc7a7c3f0bcdb276339d,92127264.0,3.0,8.0,f,8.3,8.0,APROVADO
7053,57579942,32daafffbc274ee74e2c8ea9f9b792a6,92127264.0,1.0,3.5,f,1.2,14.0,REPROVADO POR MÉDIA E POR FALTAS
7054,57579942,32daafffbc274ee74e2c8ea9f9b792a6,92127264.0,2.0,0.0,f,1.2,14.0,REPROVADO POR MÉDIA E POR FALTAS
7055,57579942,32daafffbc274ee74e2c8ea9f9b792a6,92127264.0,3.0,0.0,f,1.2,14.0,REPROVADO POR MÉDIA E POR FALTAS
7059,57579942,772b2b5af5c0fa13218af7a791c58c44,92127264.0,0,0,0,0,0,TRANCADO
7060,57579942,996f540ddcc5d3d4247a0c8fa980316f,92127264.0,1.0,0.0,f,0.0,22.0,REPROVADO POR MÉDIA E POR FALTAS
7061,57579942,996f540ddcc5d3d4247a0c8fa980316f,92127264.0,2.0,0.0,f,0.0,22.0,REPROVADO POR MÉDIA E POR FALTAS
7062,57579942,996f540ddcc5d3d4247a0c8fa980316f,92127264.0,3.0,0.0,f,0.0,22.0,REPROVADO POR MÉDIA E POR FALTAS
7066,57579942,f2e563b162d47b0f3e651d0444d7908a,92127264.0,1.0,9.5,f,7.3,4.0,APROVADO
7067,57579942,f2e563b162d47b0f3e651d0444d7908a,92127264.0,2.0,6.5,f,7.3,4.0,APROVADO
7068,57579942,f2e563b162d47b0f3e651d0444d7908a,92127264.0,3.0,6.0,f,7.3,4.0,APROVADO
7069,57579942,d36d1367896c368db57dcf923798f446,92127264.0,1.0,1.5,f,0.5,22.0,REPROVADO POR MÉDIA E POR FALTAS
7070,57579942,d36d1367896c368db57dcf923798f446,92127264.0,2.0,0.0,f,0.5,22.0,REPROVADO POR MÉDIA E POR FALTAS
7071,57579942,d36d1367896c368db57dcf923798f446,92127264.0,3.0,0.0,f,0.5,22.0,REPROVADO POR MÉDIA E POR FALTAS
7072,57579942,dc0b37a9d90ff2d54cb650d366bb9d1e,92127264.0,1.0,4.80000019,f,6.8,4.0,APROVADO POR NOTA
7073,57579942,dc0b37a9d90ff2d54cb650d366bb9d1e,92127264.0,2.0,6.5,f,6.8,4.0,APROVADO POR NOTA
7074,57579942,dc0b37a9d90ff2d54cb650d366bb9d1e,92127264.0,3.0,9.0,f,6.8,4.0,APROVADO POR NOTA
7075,57579942,a8293007099ed594f8198548de44d95d,92127264.0,3.0,6.0,f,6.5,8.0,APROVADO POR NOTA
7076,57579942,a8293007099ed594f8198548de44d95d,92127264.0,1.0,7.0,f,6.5,8.0,APROVADO POR NOTA
7077,57579942,a8293007099ed594f8198548de44d95d,92127264.0,2.0,6.5,f,6.5,8.0,APROVADO POR NOTA
7078,57579942,761f231943a37ff29272bc3b4020fe0d,92127264.0,2.0,0.0,f,0.8,12.0,REPROVADO POR MÉDIA E POR FALTAS
7079,57579942,761f231943a37ff29272bc3b4020fe0d,92127264.0,3.0,0.0,f,0.8,12.0,REPROVADO POR MÉDIA E POR FALTAS
7080,57579942,761f231943a37ff29272bc3b4020fe0d,92127264.0,1.0,2.5,f,0.8,12.0,REPROVADO POR MÉDIA E POR FALTAS
7081,57579942,1cf471ff89fa2e38a2400f5c1afdfb9b,92127264.0,1.0,3.79999995,f,1.3,14.0,REPROVADO POR MÉDIA E POR FALTAS
7082,57579942,1cf471ff89fa2e38a2400f5c1afdfb9b,92127264.0,2.0,0.0,f,1.3,14.0,REPROVADO POR MÉDIA E POR FALTAS
7083,57579942,1cf471ff89fa2e38a2400f5c1afdfb9b,92127264.0,3.0,0.0,f,1.3,14.0,REPROVADO POR MÉDIA E POR FALTAS
7084,57579942,c8e90e0cc4925263eb9216005d5cc5d5,92127264.0,1.0,7.0,f,5.8,6.0,APROVADO POR NOTA
7085,57579942,c8e90e0cc4925263eb9216005d5cc5d5,92127264.0,2.0,4.0,f,5.8,6.0,APROVADO POR NOTA
7086,57579942,c8e90e0cc4925263eb9216005d5cc5d5,92127264.0,3.0,6.5,f,5.8,6.0,APROVADO POR NOTA
7087,57579942,469b4e52f0fc039742f0d6f50587fd02,92127264.0,2.0,1.0,f,2.0,4.0,REPROVADO
7088,57579942,469b4e52f0fc039742f0d6f50587fd02,92127264.0,3.0,5.0,f,2.0,4.0,REPROVADO
7089,57579942,469b4e52f0fc039742f0d6f50587fd02,92127264.0,1.0,0.0,f,2.0,4.0,REPROVADO
7090,57579942,b583f1c1e858b97a99e69e861aa23388,92127264.0,1.0,7.80000019,f,6.9,6.0,APROVADO POR NOTA
7091,57579942,b583f1c1e858b97a99e69e861aa23388,92127264.0,2.0,8.0,f,6.9,6.0,APROVADO POR NOTA
7092,57579942,b583f1c1e858b97a99e69e861aa23388,92127264.0,3.0,5.0,f,6.9,6.0,APROVADO POR NOTA
11603,57576781,e023a67a7bf65d86e71bb690e4cb2ba1,92127264.0,3.0,3.5999999,f,5.8,2.0,APROVADO POR NOTA
11604,57576781,e023a67a7bf65d86e71bb690e4cb2ba1,92127264.0,1.0,4.69999981,f,5.8,2.0,APROVADO POR NOTA
11605,57576781,e023a67a7bf65d86e71bb690e4cb2ba1,92127264.0,2.0,9.0,f,5.8,2.0,APROVADO POR NOTA
11609,57576781,d780c5552a2b6e999e79eed70386fc6c,92127264.0,1.0,10.0,f,9.8,0.0,APROVADO
11610,57576781,d780c5552a2b6e999e79eed70386fc6c,92127264.0,2.0,9.39999962,f,9.8,0.0,APROVADO
11611,57576781,d780c5552a2b6e999e79eed70386fc6c,92127264.0,3.0,0.0,t,9.8,0.0,APROVADO
11612,57576781,b3a3ecf72979ff3e70a533f28b785715,92127264.0,1.0,7.900000099999999,f,6.2,16.0,APROVADO POR NOTA
11613,57576781,b3a3ecf72979ff3e70a533f28b785715,92127264.0,2.0,7.0,f,6.2,16.0,APROVADO POR NOTA
11614,57576781,b3a3ecf72979ff3e70a533f28b785715,92127264.0,3.0,3.5999999,f,6.2,16.0,APROVADO POR NOTA
11615,57576781,fa1619c9583ee340b04ee8175182fc0f,92127264.0,3.0,5.4000001,f,6.9,16.0,APROVADO POR NOTA
11616,57576781,fa1619c9583ee340b04ee8175182fc0f,92127264.0,1.0,6.4000001,f,6.9,16.0,APROVADO POR NOTA
11617,57576781,fa1619c9583ee340b04ee8175182fc0f,92127264.0,2.0,9.0,f,6.9,16.0,APROVADO POR NOTA
11618,57576781,bf826f6b7f8f02ec7913a727a55e9cbc,92127264.0,1.0,7.80000019,f,7.5,0.0,APROVADO
11619,57576781,bf826f6b7f8f02ec7913a727a55e9cbc,92127264.0,2.0,9.80000019,f,7.5,0.0,APROVADO
11620,57576781,bf826f6b7f8f02ec7913a727a55e9cbc,92127264.0,3.0,5.0,f,7.5,0.0,APROVADO
11625,57576781,c9e9fb6d34701e4b7c7ce48b0444c7fe,92127264.0,1.0,5.5,f,6.7,6.0,APROVADO POR NOTA
11626,57576781,c9e9fb6d34701e4b7c7ce48b0444c7fe,92127264.0,2.0,8.89999962,f,6.7,6.0,APROVADO POR NOTA
11627,57576781,c9e9fb6d34701e4b7c7ce48b0444c7fe,92127264.0,3.0,5.80000019,f,6.7,6.0,APROVADO POR NOTA
11629,57576781,adbe26ddc8bc24ae4ea69b38868715eb,92127264.0,2.0,7.30000019,f,5.3,0.0,REPROVADO POR NOTA
11630,57576781,adbe26ddc8bc24ae4ea69b38868715eb,92127264.0,3.0,2.20000005,f,5.3,0.0,REPROVADO POR NOTA
11631,57576781,adbe26ddc8bc24ae4ea69b38868715eb,92127264.0,1.0,6.4000001,f,5.3,0.0,REPROVADO POR NOTA
11632,57576781,25d2bd21cd76c59793f8a006c03cf6b9,92127264.0,1.0,8.39999962,f,8.1,10.0,APROVADO
11633,57576781,25d2bd21cd76c59793f8a006c03cf6b9,92127264.0,2.0,9.60000038,f,8.1,10.0,APROVADO
11634,57576781,25d2bd21cd76c59793f8a006c03cf6b9,92127264.0,3.0,6.30000019,f,8.1,10.0,APROVADO
11635,57576781,9f2893d97c3dc2cf63f5501959e73bed,92127264.0,1.0,2.5,t,6.0,0.0,APROVADO POR NOTA
11636,57576781,9f2893d97c3dc2cf63f5501959e73bed,92127264.0,2.0,8.19999981,f,6.0,0.0,APROVADO POR NOTA
11637,57576781,9f2893d97c3dc2cf63f5501959e73bed,92127264.0,3.0,5.4000001,f,6.0,0.0,APROVADO POR NOTA
11638,57576781,c0e9e25e9c66b9a359d6bd6b533a20f9,92127264.0,1.0,0.0,f,0.0,54.0,REPROVADO POR MÉDIA E POR FALTAS
11639,57576781,c0e9e25e9c66b9a359d6bd6b533a20f9,92127264.0,2.0,0.0,f,0.0,54.0,REPROVADO POR MÉDIA E POR FALTAS
11640,57576781,c0e9e25e9c66b9a359d6bd6b533a20f9,92127264.0,3.0,0.0,f,0.0,54.0,REPROVADO POR MÉDIA E POR FALTAS
11641,57576781,46ca5bcc0383d2734d26bf3bcc201b5a,92127264.0,1.0,8.0,f,8.3,4.0,APROVADO
11642,57576781,46ca5bcc0383d2734d26bf3bcc201b5a,92127264.0,2.0,9.5,f,8.3,4.0,APROVADO
11643,57576781,46ca5bcc0383d2734d26bf3bcc201b5a,92127264.0,3.0,7.30000019,f,8.3,4.0,APROVADO
11644,57576781,dc0b37a9d90ff2d54cb650d366bb9d1e,92127264.0,1.0,5.30000019,f,6.5,0.0,APROVADO POR NOTA
11645,57576781,dc0b37a9d90ff2d54cb650d366bb9d1e,92127264.0,2.0,9.10000038,f,6.5,0.0,APROVADO POR NOTA
11646,57576781,dc0b37a9d90ff2d54cb650d366bb9d1e,92127264.0,3.0,2.0999999,t,6.5,0.0,APROVADO POR NOTA
13558,57576753,685d382aceefa5031509c9bb87e613dd,92127264.0,2.0,5.9000001,f,6.2,8.0,APROVADO POR NOTA
13559,57576753,685d382aceefa5031509c9bb87e613dd,92127264.0,3.0,5.19999981,f,6.2,8.0,APROVADO POR NOTA
13560,57576753,685d382aceefa5031509c9bb87e613dd,92127264.0,1.0,7.599999900000001,f,6.2,8.0,APROVADO POR NOTA
13561,57576753,db139241115f7e0b260b8d698ef1d959,92127264.0,1.0,1.60000002,f,3.9,22.0,REPROVADO POR MÉDIA E POR FALTAS
13562,57576753,db139241115f7e0b260b8d698ef1d959,92127264.0,2.0,4.0,f,3.9,22.0,REPROVADO POR MÉDIA E POR FALTAS
13563,57576753,db139241115f7e0b260b8d698ef1d959,92127264.0,3.0,6.0,f,3.9,22.0,REPROVADO POR MÉDIA E POR FALTAS
13564,57576753,f250d74dc7561f1f4f5e39242df98be1,92127264.0,1.0,4.099999899999999,f,5.4,6.0,APROVADO POR NOTA
13565,57576753,f250d74dc7561f1f4f5e39242df98be1,92127264.0,2.0,6.19999981,f,5.4,6.0,APROVADO POR NOTA
13566,57576753,f250d74dc7561f1f4f5e39242df98be1,92127264.0,3.0,5.80000019,f,5.4,6.0,APROVADO POR NOTA
13567,57576753,dac8ccc113e153d1adee62d112a3723d,92127264.0,1.0,3.70000005,f,2.4,34.0,REPROVADO POR MÉDIA E POR FALTAS
13568,57576753,dac8ccc113e153d1adee62d112a3723d,92127264.0,2.0,2.0,f,2.4,34.0,REPROVADO POR MÉDIA E POR FALTAS
13569,57576753,dac8ccc113e153d1adee62d112a3723d,92127264.0,3.0,1.5,f,2.4,34.0,REPROVADO POR MÉDIA E POR FALTAS
13570,57576753,e6cdfc6ba7edb9e72e88b259112088c6,92127264.0,1.0,6.0,f,7.0,8.0,APROVADO
13571,57576753,e6cdfc6ba7edb9e72e88b259112088c6,92127264.0,2.0,7.400000099999999,f,7.0,8.0,APROVADO
13572,57576753,e6cdfc6ba7edb9e72e88b259112088c6,92127264.0,3.0,7.5,f,7.0,8.0,APROVADO
13576,57576753,9d78bef9cf3602ea7e25f55cf79ae0db,92127264.0,3.0,5.9000001,f,7.3,12.0,APROVADO
13577,57576753,9d78bef9cf3602ea7e25f55cf79ae0db,92127264.0,1.0,8.39999962,f,7.3,12.0,APROVADO
13578,57576753,9d78bef9cf3602ea7e25f55cf79ae0db,92127264.0,2.0,7.599999900000001,f,7.3,12.0,APROVADO
13579,57576753,a86542bd8fc9e6e665e4897c20b8ff95,92127264.0,1.0,6.900000099999999,f,6.0,2.0,APROVADO POR NOTA
13580,57576753,a86542bd8fc9e6e665e4897c20b8ff95,92127264.0,2.0,3.4000001,f,6.0,2.0,APROVADO POR NOTA
13581,57576753,a86542bd8fc9e6e665e4897c20b8ff95,92127264.0,3.0,7.599999900000001,f,6.0,2.0,APROVADO POR NOTA
13582,57576753,9c8c21e07fb93342e39e3564779181cb,92127264.0,1.0,7.900000099999999,f,6.2,12.0,APROVADO POR NOTA
13583,57576753,9c8c21e07fb93342e39e3564779181cb,92127264.0,2.0,6.0999999,f,6.2,12.0,APROVADO POR NOTA
13584,57576753,9c8c21e07fb93342e39e3564779181cb,92127264.0,3.0,4.5999999,f,6.2,12.0,APROVADO POR NOTA
13585,57576753,6008b2965ae4e0bc455b17b44f930bfa,92127264.0,1.0,7.599999900000001,f,2.9,42.0,REPROVADO POR MÉDIA E POR FALTAS
13586,57576753,6008b2965ae4e0bc455b17b44f930bfa,92127264.0,2.0,1.10000002,f,2.9,42.0,REPROVADO POR MÉDIA E POR FALTAS
13587,57576753,6008b2965ae4e0bc455b17b44f930bfa,92127264.0,3.0,0.0,f,2.9,42.0,REPROVADO POR MÉDIA E POR FALTAS
13592,57576753,21f431743a2e10ec0179a8f172a682a2,92127264.0,2.0,6.19999981,f,7.3,4.0,APROVADO
13593,57576753,21f431743a2e10ec0179a8f172a682a2,92127264.0,3.0,6.900000099999999,f,7.3,4.0,APROVADO
13594,57576753,21f431743a2e10ec0179a8f172a682a2,92127264.0,1.0,8.80000019,f,7.3,4.0,APROVADO
13595,57576753,7f2fd9688308a85c2f1f88490cf3382d,92127264.0,2.0,5.30000019,f,5.3,16.0,APROVADO POR NOTA
13596,57576753,7f2fd9688308a85c2f1f88490cf3382d,92127264.0,3.0,6.0,f,5.3,16.0,APROVADO POR NOTA
